ID,stage1_flow_deviation,stage1_density_deviation,stage1_viscosity_deviation,stage1_co2_deviation,stage1_o2_deviation,stage1_n_deviation,target
122,2.778595976,3.143518915,-4.395209373,-3.480627502,1.47027969,0.812600009,0
123,-4.595260632,-1.30471826,-1.751891971,1.900808864,-0.73026338,0.110518591,1
124,-3.45510546,-1.700259753,-3.324522396,-2.598729512,0.714392267,1.574818085,0
125,-2.019051226,-0.975856003,-0.345070438,-0.501930722,0.257915978,1.100234243,0
126,0.0859225,6.350216727,2.000723613,-0.381949189,0.233010531,-0.789312793,1
127,-4.219009805,-1.834077402,-4.56919375,-0.261967655,0.395209217,0.788453746,0
128,-1.857131334,3.699325151,1.090212632,-0.141986122,-1.459762555,1.334497193,1
129,0.504747138,1.613239318,1.475810628,1.110759727,-1.126352754,-1.172199038,0
130,4.871656293,-1.040331689,-3.600172711,-3.233191538,-0.792942953,-0.150208903,0
131,2.957868041,1.300112842,-0.716168604,2.355071754,-0.195649777,-0.084355227,0
132,1.04407979,-0.122712807,4.905131058,-0.902070864,0.642302199,-0.382905718,0
133,1.026890208,-2.47301168,-1.59065369,-1.074496458,1.948639346,0.20301136,0
134,3.254489832,-1.846063044,0.322080739,-1.246922051,-0.0343429,-0.40946897,0
135,5.482089456,1.955390841,1.043966172,-1.419347645,-1.410142393,-1.14909832,0
136,2.652756726,-2.537302033,2.443422846,2.772873585,-0.662590482,0.837054999,0
137,-0.176576003,1.780885168,0.059181111,2.321143626,0.332866024,-0.065425324,0
138,-5.438395449,-5.362850279,-0.299124398,1.419202874,-1.759316167,-0.967905648,0
139,-2.028313141,4.929237633,-0.657429907,0.517262122,0.053805074,-0.226414886,0
140,1.381769166,1.982447374,0.101447149,-4.463160283,0.582465458,0.458152476,0
141,1.376516646,1.304954591,0.965966696,4.42795451,-0.204828841,0.128081056,0
142,1.371264125,0.627461808,-2.925102981,-0.543249613,0.373167013,-0.842041783,0
143,1.633276504,0.376075575,2.726375446,-1.852922816,0.951162866,1.269874059,1
144,1.895288883,3.391015724,-1.389869222,-3.162596018,1.52915872,0.26873093,0
145,1.825058048,3.352155795,-2.701691345,-0.293514907,0.616993689,-0.734178426,0
146,1.754827213,3.002040531,-0.523722692,-0.68830042,-0.295171342,1.792055016,1
147,1.684596378,2.166347205,-0.764542778,-1.083085934,-0.563538108,1.001357557,0
148,-0.464120114,1.330653878,-1.005362863,-1.477871448,-0.181421079,-2.197891648,0
149,-2.612836606,0.921822425,-1.246182948,-0.322483408,0.682220563,0.299325652,1
150,-1.310503648,2.24441669,0.292675093,1.168618993,0.175767705,0.489853636,1
151,-0.008170689,-0.974020841,-0.178026828,-1.656187024,-0.330685153,-0.389154744,0
152,-3.549284309,-6.801292925,-2.732110504,0.397368644,1.294076754,0.57237757,0
153,-2.482302235,1.195755812,-1.937450134,1.806117143,0.524324104,-0.18595876,0
154,-1.415320161,2.512785186,1.251715725,2.031119783,0.588391974,1.970043425,1
155,-0.287104431,3.829814559,-2.909868994,2.226468382,-0.187405978,0.53921348,0
156,0.605203122,2.383161795,-2.887475209,2.421816981,0.510376585,0.199243276,0
157,0.202102877,-2.967421306,-0.628603464,2.61716558,0.282820425,-0.140726929,0
158,1.449494434,-2.454060081,2.222843332,0.210168674,-1.033093647,-0.480697133,0
159,2.696885991,-1.258338595,-2.132895715,1.458315413,1.417120105,-1.626177378,1
160,3.944277547,1.055081892,-0.204279272,1.815802541,-0.426977157,-0.811657656,0
161,0.999947724,1.549926074,2.871019421,-4.939119673,-0.023260786,-0.710716129,0
162,-2.185274731,-5.470514504,-3.06365944,0.422873411,-0.698751964,-0.005654787,0
163,0.763292377,0.014341032,-3.154480974,-1.326351269,-0.221999156,0.019564692,0
164,-0.135321987,-0.204921235,1.093696143,-3.075575948,0.254753653,0.04478417,0
165,-3.498302133,1.557519292,-1.131149725,-4.824800627,-0.351902865,-0.039090447,0
166,1.168265411,-0.907502614,-3.355995592,-1.93989224,-0.958559383,-0.122965064,1
167,0.969550361,-3.468482213,-2.481696164,0.945016147,-2.024774177,-0.356952119,0
168,0.770835311,-4.825675807,-0.850997079,3.353585807,-1.776849818,-0.590939175,0
169,0.572120261,0.710153579,-3.532607091,2.837950191,-0.300980042,0.718528607,0
170,1.047183928,0.495516614,2.913855862,2.657967453,1.174889735,2.101447468,0
171,1.522247596,0.280879648,-0.214541572,2.477984715,0.204732622,0.397796702,0
172,-0.475117654,0.066242683,1.38551182,2.298001977,0.095490294,-0.325530959,0
173,-3.767118033,1.364415354,2.985565212,2.118019239,0.754173657,-0.115436105,1
174,-2.335301374,2.311184754,-1.151326155,-2.270583074,0.135077118,-0.071743929,0
175,-0.903484714,1.776418011,-2.148469966,-0.792224097,-1.230130957,0.454489193,0
176,0.528331946,3.607513412,2.123065926,0.686134881,-0.519631682,-1.871672829,1
177,0.314682581,-1.011335009,-2.977392011,0.53453289,-0.664947836,0.537446046,0
178,0.101033217,-0.121320661,0.340842925,-0.284289935,-0.810263991,-0.301970514,0
179,-0.112616148,-0.708158059,-5.110680608,0.32025201,-0.568164915,-0.847294389,0
180,-0.326265513,-1.537503934,-1.790721844,1.758119365,-0.326065839,-0.959929196,0
181,0.745833799,-3.204827207,3.718874863,3.19598672,-0.083966764,-0.848034284,0
182,1.817933111,6.047508196,0.185017829,2.471335524,0.498606561,0.027755888,0
183,0.974063497,1.445208088,-3.348839206,1.746684327,1.081179886,1.983664214,0
184,0.130193883,-3.15709202,1.099057744,1.02203313,-1.942686271,-0.959630141,0
185,-0.990248586,-0.688532934,0.286611223,0.297381934,-0.184408597,1.181278169,0
186,-1.981382686,0.041072924,0.481638635,-3.341123726,0.00541107,0.731069172,1
187,-0.743626109,-0.955181081,2.047795127,-6.979629386,0.282072836,-0.113210187,0
188,0.494130469,-0.056793854,3.613951619,-8.211648289,0.325373905,-0.953921068,0
189,-1.756598332,-3.809732275,-0.697945994,-0.173658039,0.368674973,0.533877593,0
190,-1.11245788,-3.003297907,0.77413679,0.068314308,0.659427309,-0.121783756,0
191,-0.468317428,-2.196863538,-0.006792067,0.310286654,0.950179645,-0.446943529,0
192,0.175823024,-0.453303599,-0.787720924,0.552259001,-0.750768918,0.036665956,0
193,0.135136292,1.290256341,-1.709665048,2.145441156,2.181616825,-0.543018945,0
194,-2.960218541,1.601713377,-2.580282577,3.738623311,-0.018642067,0.769034033,1
195,-1.191562345,-0.077708142,-0.850569393,2.062514802,-0.086644005,-0.376445228,0
196,-0.050998407,1.563984747,-1.119653757,0.11874728,-0.154645943,0.253153955,0
197,-4.63737215,-2.46355546,-1.417427272,0.07031359,-0.222647881,-1.824755412,0
198,1.876029538,3.652288253,-1.508285998,0.021879899,0.816056277,0.209488413,0
199,0.831638442,2.335109618,0.657400553,-0.026553791,1.248806694,0.48620832,1
200,-0.212752654,-2.305489892,-4.093378173,-0.074987482,-0.343369888,-0.810136867,0
201,-0.261687335,0.154831967,4.370337319,0.616091538,0.171328505,0.560271675,1
202,-0.310622016,0.117269158,2.86855219,-0.844670935,0.384074514,1.135925563,0
203,-0.359556697,3.306984934,0.730047699,3.490018416,0.612025281,0.169739739,1
