ID,stage4_flow_deviation,stage4_density_deviation,stage4_viscosity_deviation,stage4_co2_deviation,stage4_o2_deviation,stage4_n_deviation,target
181,-1.575376094,-0.896307294,13.97824604,4.137771454,-1.450296428,-0.766520852,0
182,3.186697964,1.560320589,1.038837366,6.947519185,-3.187872269,-0.170855032,0
183,2.774820734,1.29681908,-4.203771855,-5.230471048,3.594058777,0.85194361,0
184,2.362943505,1.03331757,-9.446381075,-8.788645279,-3.082205778,0.511439915,0
185,1.951066275,-1.664235743,-3.40150571,-10.2782213,-1.741622091,0.803523084,0
186,2.306987988,0.011641235,2.643369654,-11.76779732,3.208404858,1.095606252,1
187,-0.872612629,3.547174234,9.567040526,-12.0177308,1.630693287,-0.113861238,0
188,-7.837096277,2.406826331,9.983641575,-19.59797866,0.052981716,-0.222274796,0
189,-3.834344581,0.97429393,-10.84087449,4.762821754,-0.649032192,0.243960549,0
190,2.193040054,-0.458238471,-7.311815207,7.982744465,-2.894256725,2.37805416,0
191,1.258685878,-1.904039131,-3.782755922,11.20266718,-5.139481259,-0.294380155,0
192,1.09045011,-0.949113607,-4.232845851,14.42258989,-1.828927168,-0.990080694,0
193,0.922214343,0.005811917,-1.588986767,11.17021156,0.208584692,-1.685781233,0
194,1.42514049,-0.799320713,-0.026749652,-10.54719921,2.246096552,-1.217518298,1
195,-6.080711522,4.389369286,6.798372838,-7.960817897,4.283608411,-0.749255362,0
196,-5.828819618,-0.727843225,-1.404167361,-5.374436588,2.202182825,-0.288901588,0
197,-5.576927715,-1.273190599,-2.147284258,-5.987451825,0.120757239,-0.895333582,0
198,-5.325035811,0.256967524,-4.299029838,0.401598464,-1.50001492,0.306547291,0
199,-0.309722168,-2.248771421,-8.395465526,-14.63258062,-4.560815019,-0.495310119,1
200,-1.920980073,2.462903618,1.239162021,-13.10801159,-0.01912918,1.457233562,0
201,-0.601693213,-1.724657003,1.0720034,-3.118764284,-0.458264827,-2.693429094,1
202,0.976442554,3.395498772,4.529071746,3.050240872,-1.728655308,-0.21791974,0
203,0.897264579,-1.86948626,-8.401874041,4.348837092,-3.237489997,0.260765293,1
204,0.569640088,-3.131643928,4.378150308,5.972903246,0.27109582,1.34133243,1
205,4.552622938,1.510210976,-0.979188697,1.698693249,-1.82266041,-0.41801537,0
206,-1.088122689,0.767284385,4.73677124,-4.494328978,-0.58538185,-1.095570403,1
207,-1.279250291,-1.768688763,-0.269739595,8.491151916,-1.399345311,0.975373926,0
208,-0.484577175,1.462862332,-7.951063174,0.064389993,-2.111310726,1.939869461,0
209,0.106265641,-2.231113514,-2.694971749,1.338811575,-2.823276142,0.952078944,1
210,0.697108457,-1.214841271,2.561119677,-7.264838004,-3.535241558,0.993107387,0
211,-0.08562197,-0.233462646,-2.380711991,-2.447807417,-1.936450249,0.988216224,0
212,-0.868352397,-3.642677867,4.534791651,2.369223169,0.001137261,0.983325061,0
213,-1.651082824,-1.908103121,-6.83965657,4.996645333,-0.928785084,0.978433898,0
214,-0.772823936,-0.173528374,-10.80133996,-9.015360612,-4.569577252,-0.48692926,1
215,-1.195718957,2.933996017,12.78340663,-11.04824688,3.169231307,-0.299078234,0
216,-1.618613978,3.568230152,-3.787822382,-2.363464009,-0.179834801,-0.111227208,0
217,0.838405389,2.907393043,2.038622066,-2.776858495,-3.528900908,0.505695997,0
218,3.435990132,-0.944561089,3.328587872,-10.25081156,1.951031267,1.366998812,1
219,0.56932855,1.470175797,-12.12390106,-4.148954064,-2.113566158,-0.038756833,0
220,-2.297333032,-1.073163468,-3.193961167,6.085876021,-3.146310283,0.470786241,0
221,-5.163994614,-1.591153104,-7.105522021,2.879147178,-4.164507857,0.980329315,0
222,-2.796873569,-2.668843366,-3.133311619,-0.327581665,-1.219094467,0.175247563,0
223,-0.429752524,4.069771948,2.264892633,-1.524412963,1.726318923,-0.045415625,0
224,-0.376300027,-1.150832888,-5.143439934,7.290749992,0.466693062,-2.263758864,1
225,-0.386968419,-0.251693432,-2.375752937,7.556831846,-0.728183363,-1.471364817,0
226,-1.261936458,3.470225216,0.576592394,-5.344292182,-1.263743941,0.088056321,0
227,-2.136904497,-1.213643543,-3.263074804,-1.451442343,-2.925030293,-0.902264451,0
228,-2.47776048,-3.22607966,-3.093979247,2.441407497,-4.487409548,1.060587051,1
229,-2.818616464,0.281294372,0.849829213,-3.749228372,2.449988757,1.077197372,0
230,-1.582613114,-0.506819934,-4.144026459,-2.239932319,0.759997142,0.121638761,0
231,3.612315813,2.350216551,1.027096441,-7.643488,-0.929994473,0.15818731,0
232,7.542540135,-2.376449602,6.198219341,-0.655641518,-4.302624397,0.368465188,0
233,2.599873537,-0.542535052,-7.368420528,6.945554409,-2.41051215,-0.424472417,0
234,-2.262162325,-2.773749154,7.725433872,0.687726969,1.646593768,-0.220661728,0
235,-3.071260608,-1.746335498,-5.45650424,-5.57010047,-2.41229647,0.321054449,0
236,-0.608769209,-0.00581636,1.949349453,17.52760687,-3.754413126,0.862770627,0
237,1.853722191,1.734702779,9.355203146,2.842239392,0.21996887,-0.585064259,0
238,-3.086135034,1.032587499,2.565041528,-7.511114227,0.71303016,-0.655236647,0
239,0.693555811,0.33047222,3.705864614,-0.346240778,-0.153707789,-1.545275371,0
240,-0.770543645,-1.480739498,-10.34148545,3.14045302,-4.240094791,-2.05481547,0
241,-2.234643101,1.054420099,0.551483482,-8.172580406,-3.330467947,0.323242136,0
242,0.698518158,0.299592842,8.011200483,-5.117375312,-2.420841102,-2.994287024,0
243,3.631679417,-3.418897127,-10.38311664,-2.632425117,-2.402536087,1.889804925,0
244,-3.956867716,-0.991919012,-3.755760637,-0.147474922,-0.657354909,1.178302936,0
245,3.338597918,-2.726136317,5.527638189,-6.13396698,2.047639193,1.90670019,1
246,2.259411941,0.470229356,-3.408284677,-0.917614739,0.557231755,1.343896695,1
247,-0.22303467,-0.67654445,-2.852740805,-0.845883142,2.420266236,-0.53762466,0
248,-4.515172741,-2.550504777,1.669895906,5.484944633,-0.840390717,0.35199023,1
249,1.731497629,3.531458961,4.976009695,1.90185958,-1.750036813,-0.15639078,0
250,1.837273636,1.739365353,2.222721862,-4.029233561,-2.65968291,0.213994036,0
251,-5.257087107,-0.765179649,-0.530565972,-2.287899985,-0.288085363,0.25060693,0
252,1.57448385,2.241828975,-3.774746665,-3.626604514,-4.493042966,0.287219824,0
253,-0.157725117,2.794327459,0.106547829,-4.965309042,-1.70553246,-0.325047062,0
254,0.404952899,0.29930944,5.209858192,-13.47424396,1.081978046,0.161625728,0
255,2.020740171,0.088516481,5.160767404,-0.276140923,-2.425264816,-1.594734439,0
256,1.978831514,-0.122276477,-3.433336135,-4.347990013,2.277631504,0.307756151,1
257,-0.533277931,-0.333069435,-7.339782271,9.094138461,-3.97702325,-0.308165448,0
258,-2.131767459,-0.543862393,-1.533213482,-12.54302637,0.227631333,-0.150251184,0
259,-3.730256986,0.62661148,-12.28472695,12.1331678,-6.521551223,0.007663079,0
260,-7.009284864,2.351220984,-12.76391269,0.429188262,-5.131494702,0.232172205,0
261,3.783165557,-0.213820362,20.86865886,-11.27479127,3.098122574,0.45668133,0
262,-6.271796644,1.244178659,-9.216121318,-4.230975211,1.658764543,2.282224476,0
263,-2.145469684,-2.122849719,-0.400110305,8.755192529,-3.864335841,-0.395511889,1
264,2.08215037,-3.284763609,-7.821837899,22.70771984,-7.334749822,-1.036580129,1
265,1.415739868,3.374204713,-0.457917426,7.010665656,-0.233814959,-0.288434457,0
266,0.606174452,3.73552753,6.427956494,-7.311272492,0.779677122,-0.269987106,0
267,2.856086439,2.221172993,8.151525389,-8.75375209,-0.318300596,-1.328445899,0
268,0.461025693,0.706818457,9.875094284,-10.19623169,-1.416278314,0.075017716,1
269,-2.276366423,-0.57262696,-2.221864588,11.98249414,-2.374836685,-0.086338877,1
270,-1.471076222,-1.853459329,6.028365756,-0.427331122,-2.664493942,-0.24769547,0
271,1.08836663,-0.292129188,-5.787288885,18.11141049,-2.954151199,-0.195425423,0
272,3.647809483,1.269200954,8.734507008,-5.95796886,-0.715527995,-0.143155376,1
273,-0.015247756,1.067927745,-1.967273784,4.138673978,-3.619290241,-0.3714456,0
274,4.2554498,-3.272146387,-6.617318029,7.585392432,-2.665222555,-0.244882852,0
275,5.065778754,1.47852086,12.52195287,-4.58139986,-0.06338924,0.222199067,0
276,-2.302719787,2.785595222,6.313002857,-4.267323828,3.081947513,-0.601058749,0
277,3.871335683,-3.440957087,-7.933995392,-3.043502516,6.227284266,1.378571405,1
278,-0.559426137,3.386022814,1.752197158,2.629430766,-3.529889276,1.162457463,0
279,-0.6610242,3.01363988,-1.745073699,-4.20547209,-3.846108172,-0.855581185,0
280,-0.138204295,5.627069084,0.034588516,-11.04037495,-2.118359219,1.095791233,0
281,-1.732413095,2.723116789,-2.07744364,-2.639680503,-0.390610265,0.087624821,0
282,-1.742915511,2.210332417,3.422729448,-7.985073893,-0.148489194,-0.920541591,0
283,1.850339276,-0.220693325,2.24451987,4.859364399,-0.943310716,-0.559031894,0
284,2.682299869,3.554203189,3.200080147,-9.657925702,-1.738132238,-0.197522197,0
285,3.514260463,1.003659152,-3.228872687,6.546194766,1.032003755,0.163987499,0
286,-1.117204936,2.619301959,8.367386075,-4.592683952,3.802139747,0.446321057,0
287,-0.732676707,-3.365937747,3.794427518,-5.624650343,-0.080304496,0.31499065,0
288,-0.348148479,-3.092199058,0.773913345,5.066993266,1.338566067,0.183660244,0
289,0.036379749,0.85324918,-4.234625579,-1.590759781,-1.334515267,1.06051782,0
290,-0.640282535,-1.070839672,-9.243164502,-7.291550845,-2.372582654,1.686574693,1
291,-2.214249716,-2.251205709,2.124577957,-10.74673827,-0.434384118,0.770062127,0
292,-0.075438107,-0.568472409,3.844244514,0.838753757,2.255501082,-0.146450439,1
293,2.063373501,-1.089434475,1.877371301,13.71890043,-3.985886335,0.018638447,0
294,-4.188863152,-2.5669194,-0.089501911,-4.789706506,-4.84694997,0.78061603,0
295,-3.513685658,3.354397542,-0.843327595,-1.139539158,-1.155690812,-1.70841261,0
296,-0.673094496,-8.850690902,7.474681119,-19.14725192,2.535568347,-0.301704623,1
297,-0.22574382,-1.917380703,-6.395801979,5.216307024,-5.178113953,-1.530549287,1
298,-0.700287836,3.153636371,10.26933928,-5.647695733,0.990336201,1.826025871,0
299,-2.710194842,0.772412714,5.067988041,-12.25776965,-0.212619787,-0.367625771,1
300,-2.066824653,0.318865599,1.055530158,-1.132254834,-1.415575775,-1.018321525,0
301,-5.508478493,-0.134681515,-10.55762995,-5.204166154,-0.913688784,0.648115903,0
302,-0.943996311,-0.588228629,-15.30474676,10.76237156,-3.508611096,0.542057517,0
303,3.620485872,-3.651180987,-7.991513673,-1.166327072,0.626559912,-0.914720793,1
304,-2.43863492,-6.332332977,-0.678280588,-3.4962483,-0.308011115,-0.731273936,1
305,3.233979534,5.371353179,-1.12444598,2.634468782,-0.418096424,-0.33114279,0
306,1.974533443,0.731917511,-7.327857904,8.765185864,-0.528181732,-1.454235024,0
307,-1.398403727,-3.907518156,8.011353867,1.74558556,-1.077311712,0.868415569,0
308,1.274923662,1.400880593,2.08223964,-0.763395896,-1.626441693,0.699074832,0
309,3.948251052,-0.037905797,-13.60802336,-3.163669745,-1.265742776,-0.676657397,0
310,2.421162086,-1.898858256,8.4307976,-2.340804312,5.611686599,-0.878172452,1
311,0.894073121,0.631160475,0.361023402,7.246141366,-1.534755746,-1.079687507,0
312,-4.943954563,0.222274799,-0.04554928,3.62935838,2.961304553,0.911807963,0
313,5.270672449,-3.675443179,6.697454211,0.012575395,0.254591023,-2.235711566,0
314,-7.370851073,1.369030848,0.343451271,-11.63989764,-0.061277317,-0.066116621,0
315,-0.973833331,-0.779925861,-1.811555093,-0.334040717,-3.358391309,-2.012968527,1
316,0.208909004,1.576526269,-5.352133635,7.797061746,-4.427734582,-1.472493464,0
317,0.260634962,-2.908048261,4.174295521,-4.529321516,-0.21773729,-0.932018401,0
318,0.31236092,-5.710388472,-7.616424424,4.042040704,0.551407115,1.117571966,0
319,-0.729100616,1.634650792,5.615007618,-13.24408192,1.32055152,2.62727397,0
