ID,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,stage3_flow_deviation,stage3_density_deviation,stage3_viscosity_deviation,stage3_co2_deviation,stage3_o2_deviation,stage3_n_deviation,target
34,0.917976302,-0.698913733,1.610893128,4.392532609,0.446786117,-0.612278643,11.65300872,2.032496024,2.132895701,3.314932098,4.645768567,-0.612278643,0
35,-2.857720564,11.4985727,0.461321704,2.31436175,0.510761643,-4.278462454,8.78371466,3.193730617,4.098042589,4.596173162,-0.818310749,-4.278462454,0
36,4.714163891,0.709783082,-0.688249719,5.602105365,0.119176725,-0.762717726,12.42178995,4.602250749,1.106410114,-0.309810101,0.93350692,-0.762717726,0
37,-5.677066469,-10.07900653,0.127088005,4.678467209,-0.07022739,0.968843039,-11.03976137,-0.466243614,-0.306746856,-4.433215737,-2.672209544,0.968843039,0
38,0.283358186,0.4912871,0.942425729,3.754829052,-0.259631506,-3.207420711,7.728841604,-0.580428265,-1.719903826,0.194495085,0.497511383,-3.207420711,0
39,7.918303351,-7.408977823,1.757763453,2.831190895,-0.714345734,-1.909569708,6.972685038,5.236012476,-1.612715787,0.627319111,-3.142833495,-1.909569708,0
40,-0.037873693,-0.246139543,2.573101178,3.161940119,-0.214478146,-0.362505867,7.088346501,2.751975863,-1.505527748,-1.041898393,-1.628608305,-0.362505867,0
41,6.20562927,-11.79408269,-3.136400787,1.477479597,0.001595628,-0.598891346,-5.000095226,2.464633085,-0.525420997,-1.541383854,-6.403327876,-0.598891346,1
42,6.554174654,-9.358003715,-0.943194614,3.838431492,-0.141133871,1.234379948,-2.264965866,-0.879741821,0.423493871,-3.445857125,0.204086528,0.091406658,0
43,-14.02129858,-0.979171613,1.25001156,1.207123895,2.464723267,3.067651242,-4.222456244,-2.836683398,-1.455435629,2.160271381,1.225594169,3.067651242,1
44,3.726569863,7.399660488,-2.751594147,1.5005661,0.753527826,4.11690991,-0.368794252,-3.446438433,4.866148692,1.538700706,4.892046093,1.125297554,0
45,6.863649245,-6.469913087,-2.537032333,-2.80103962,0.263278444,-0.817056135,-3.396713863,-2.36051865,1.803758395,-2.964711398,-1.484001875,-0.817056135,0
46,-5.286959205,1.445807002,-2.322470519,2.986990788,0.617430254,1.173704328,-2.522497487,-1.274598867,-2.032362358,-4.085752973,5.40526984,5.150491741,0
47,-3.261932913,9.748609082,-0.523605595,1.240583986,0.610464209,3.164464791,-1.648281111,-1.626677364,-0.336316331,4.832836053,-0.600188474,3.164464791,0
48,1.068823761,-6.114903636,-1.147921168,1.998658804,-0.943020204,-0.42386984,-0.774064735,0.466064915,-0.443971704,0.885019796,-1.663908887,1.718282756,0
49,3.589202966,3.22146204,-0.413586317,2.756733623,0.313383853,0.272100721,5.690220679,2.558807193,-0.551627076,1.316600782,0.128332962,0.272100721,0
50,0.781930075,9.658529032,0.320748533,2.542580492,0.703977,0.476625416,6.055903071,2.300092753,3.215318283,2.56263906,1.678440581,0.476625416,0
51,-8.621973393,-1.640422013,-0.579787233,-1.771136735,1.094570147,-6.77663303,1.440830586,-0.144584023,-3.369166747,1.758953035,0.259359801,-6.77663303,1
52,-6.446382907,23.35145965,-1.480322999,5.712569471,0.352449748,-1.535689764,12.2139367,-1.136403821,4.204660616,-2.192301441,-0.205814181,-1.535689764,1
53,-4.27079242,-6.616619822,0.037543476,3.517720893,-0.389670652,-3.590611185,12.20319559,2.209024145,-7.818828401,3.602195015,2.92751758,-3.590611185,0
54,-4.387657517,-1.041408221,1.555409952,1.322872315,-0.254428483,0.040762704,-1.538628481,1.281416301,-2.259066439,-2.615021902,1.472386603,0.040762704,0
55,-3.029876087,4.533803379,3.073276427,1.546834322,-1.842975543,-1.402129023,3.621537624,-2.485043923,-6.525128781,-1.690664959,4.678450052,-1.402129023,0
56,-1.672094657,-1.420605061,-0.902926903,1.77079633,0.801557479,-0.992721395,4.097088308,-3.07878918,-3.645860775,-0.766308017,2.275801509,-0.992721395,1
57,-7.485389268,10.88992638,-0.187813984,5.235073203,-2.205158372,1.330962564,4.572638993,-2.076502365,-0.766592769,3.581908102,2.204956669,1.330962564,0
58,-6.741044056,4.839088651,1.845941465,-0.84962435,-1.22949883,-5.164888507,3.198574858,1.176519835,-0.82612784,2.742777006,-2.063539288,-5.164888507,0
59,2.423823806,-2.418448472,-1.404685713,-1.25399744,-0.294272083,-3.405263094,-1.610999666,-2.402405279,1.168788393,0.358353085,-1.24621974,-3.405263094,0
60,4.847202573,-4.817896281,0.161295949,-0.049699401,-0.050741394,-3.258843288,-4.378684727,-2.877870548,-0.254557996,-2.026070836,-0.428900193,-3.258843288,0
61,2.063022691,-4.55759335,0.630735473,1.154598638,-0.930736144,-1.566840236,-5.47119693,0.526695621,-1.677904386,-2.641854681,1.209151102,-1.566840236,0
62,-0.721157191,-4.013190275,1.100174997,2.202668845,-2.841665624,0.700789516,7.618440213,2.950080189,-1.158619184,-0.653037059,2.847202396,0.542979145,0
63,2.997839496,-1.091997447,-2.689494197,-4.919300106,1.64173647,2.652798525,-1.532589116,0.836774215,-0.639333982,2.268070764,-4.436545957,2.652798525,0
64,4.895314744,-0.053510741,-4.523642105,-2.185343987,-0.402196752,-2.481122776,9.723794216,5.468227781,-0.12004878,5.305604945,-2.575961498,-2.481122776,0
65,6.792789992,12.46923623,-2.57044165,1.735090641,0.664474015,-2.38409664,10.481767,-0.932122301,1.804965511,4.371898187,-0.715377039,-2.38409664,0
66,-0.801309127,2.5487321,-0.28485932,-1.717575241,0.170138811,-1.644301122,6.343913718,4.26840245,0.754038867,1.807061751,-1.327859727,-1.644301122,0
67,-2.707663228,-13.75381535,0.980692113,-4.110878458,-0.324196393,-0.899261865,-14.10327779,0.753081694,-0.84603444,-5.152070364,-0.031746782,-0.899261865,0
68,-2.739281596,-1.774711764,2.246243546,4.326818948,1.239079283,-1.783726755,2.716990623,1.744881537,-2.446107747,-2.902761288,2.72416654,-2.115968783,0
69,11.11483641,3.324263719,-4.652627458,0.353619631,0.172166868,-2.668191644,4.085212106,-1.147322864,3.613972905,-0.653452213,-3.77190729,-2.668191644,1
70,-10.57051674,-5.647174511,4.041457793,-3.619579686,-1.300640537,-0.92905036,6.232426936,-0.265946089,3.544847299,3.35655371,0.625626893,-0.92905036,1
71,5.115246288,4.387173897,-1.804564503,-0.317098195,0.075410531,1.64472964,8.379641767,-3.657227214,1.555424025,3.862377227,2.742115238,1.64472964,1
72,5.165574217,10.61168377,-1.599565117,2.985383297,1.775059844,-0.853910065,10.5268566,4.027523839,0.309121765,4.368200745,-1.530266041,-0.853910065,0
73,-11.36315414,2.622385647,-1.394565731,0.978662867,1.759571316,-4.32311232,4.984561998,-0.268320628,-0.937180495,1.258686691,-2.026869519,-4.32311232,0
74,-7.965439451,-3.670449908,-1.189566344,-3.316783929,-0.887189754,1.848718998,-0.557732602,-0.906558336,1.167550849,1.467033464,-2.523472997,1.848718998,0
75,-4.922781333,-6.142024566,0.549370723,-4.785275571,-0.611796924,0.616039149,-6.100027202,-0.960358793,5.262183701,0.020282912,1.409127482,2.491538057,0
76,-4.437556481,-5.848786378,1.010219859,-3.321763549,-0.201466192,-0.6166407,-0.926295402,2.812612717,3.581628642,-1.42646764,-2.141659605,-0.6166407,1
77,-2.02894308,-4.12698196,2.02972073,-1.858251528,0.208864539,2.271597661,-1.424452979,0.326009119,1.901073582,-2.873218192,-0.524624782,2.271597661,0
78,5.107382525,-3.771321729,-3.633716369,-5.420973313,1.312249369,-3.500706879,-1.922610556,1.259433781,-2.014938898,-2.220525478,0.021347233,-3.500706879,0
79,5.52178026,7.945025809,1.807216052,2.963809998,-0.55728136,-1.45408802,12.28224569,4.333563461,2.087337612,1.991735197,0.567319247,-1.45408802,0
80,5.936177996,3.750787978,1.37886584,2.652652598,-1.021264235,-0.689375592,4.32213685,0.950500461,2.539163463,0.954176732,-1.469213226,-0.689375592,1
81,-0.797558889,-13.06640502,-1.596111131,0.00040588,-0.996642733,-2.68446409,-3.637971989,0.353779466,-1.9383369,-0.083381733,-2.91211985,-2.68446409,0
82,-1.459639386,-8.134078777,-0.295853132,-1.710159541,-1.120758387,1.222206637,-5.214511215,-0.423639143,0.87614757,-3.672539339,-0.210819342,1.222206637,0
83,-2.133436477,-6.220381768,1.004404867,0.582401209,-2.452134126,-1.916113305,-6.327050974,2.134644839,0.009444369,-2.417310416,0.533423211,-1.916113305,0
84,3.499808627,-4.211334136,-2.712591164,2.598831674,1.847686008,-0.9833622,-5.390467265,1.439574117,-0.967068694,-1.873148024,-0.286450269,0.808848697,1
85,4.323381647,0.184893031,-3.696642771,4.615262139,0.102346716,3.533810699,10.54045992,0.744503395,-1.943581757,-0.522505404,2.298787014,3.533810699,0
86,5.146954667,4.581120198,-4.680694379,-0.910879003,-0.803894076,-1.410359487,4.333654495,0.242207152,2.326125404,5.344051307,-0.741731799,0.594419086,0
87,3.092123947,-2.189329505,-3.088654761,-4.84725805,-0.686846545,-2.344972526,-1.873150931,-0.260089092,5.251262428,-1.057239227,-3.783563499,-2.344972526,0
88,-1.224334909,-3.796330058,-2.651171447,-1.045220266,0.975620699,-3.453860269,-4.880050161,-0.762385335,3.287615609,2.295806527,2.437035386,-3.453860269,1
89,10.57548148,6.36171758,-2.213688132,3.670251723,0.164317977,1.96227475,6.579327705,4.837493441,3.347949963,-4.013984011,-2.597985313,1.96227475,0
90,4.487277475,-7.499698747,2.373963835,-4.44616194,-0.646984745,-2.19106501,3.086211714,7.229679724,1.660826906,-0.764562781,-0.361099815,-2.19106501,1
91,0.94082391,7.680759456,-3.389333161,-0.599952052,0.87548888,2.283564354,5.278934845,0.750408497,3.43615416,2.570701477,-0.090791292,2.283564354,0
92,-2.130387553,2.38121769,-0.431664618,1.246347149,-0.414681584,2.415924829,-11.78875223,-4.798229175,2.799577954,2.968199996,-3.378116578,2.415924829,1
93,5.560320311,1.990848802,3.145410993,2.701177315,0.531230977,-1.170594796,13.49696986,2.301656519,2.163001747,-0.21084849,-1.49219198,-1.170594796,0
94,-4.376828214,-3.362336765,2.012052064,-1.297457227,0.39517218,-0.453861112,0.422466012,-0.266002616,1.526425541,0.098439911,-2.186152127,-0.453861112,1
95,3.865769678,13.69127638,-1.968256617,0.336949769,0.250989747,-4.122165466,4.353201786,0.798286512,1.934355941,3.582004716,0.093830298,-4.122165466,0
96,5.01857421,4.310904767,-3.152399723,1.971356766,-1.859688888,-1.055101569,-0.270753256,0.874280068,2.342286341,3.690142964,-1.807486628,-3.609447952,0
97,0.838342915,0.401201696,2.528001155,-1.353807416,1.700735508,2.011962328,-4.894708298,-0.019958148,4.225576861,0.074951166,4.099468303,-3.171598085,1
98,0.964522426,-3.530764872,-0.920301489,0.316155048,-0.111013298,-2.898834987,4.694740153,2.532799191,5.449189115,2.901305887,-2.876695756,-2.733748217,0
99,3.713784904,7.556412962,1.611742173,-2.41072394,0.136596969,-2.29589835,8.643066444,1.438117781,-3.982283206,5.727660608,1.582022966,-2.29589835,0
100,6.463047383,8.6631554,-2.375953392,5.062808774,-0.941405106,-0.108765154,5.413016625,0.908639197,-1.96435074,-1.733316155,-0.143134163,-0.108765154,1
101,-5.250901531,3.655210166,-0.180552022,-5.308076816,-0.090898429,-1.32506153,-2.218555315,-1.501065152,-2.362975996,-0.216069162,1.092017258,-0.442555455,1
102,0.985877731,7.132516612,2.014849347,-3.738643586,0.2765002,-0.776345756,0.580501985,2.431492424,-2.761601253,3.712816024,1.473062146,-0.776345756,0
103,5.710957826,6.590666321,4.210250717,-2.169210356,0.275023224,-6.962579825,-2.051432608,2.176441936,3.761699403,4.264567229,1.489404996,-6.962579825,0
104,10.43603792,0.899035855,-1.70391575,2.492303391,0.656528057,-4.726332415,-4.683367202,-0.42471343,4.221488185,-4.396697767,1.505747846,-4.726332415,0
105,3.162938218,4.251187148,-1.621938,3.442914923,0.645690701,-2.271942271,0.320227114,3.151154835,-3.501006665,-1.923229048,8.060673806,3.25357865,0
106,-4.110161486,1.148808133,0.701281344,0.727957757,2.089138648,0.182447874,-0.714958027,-1.452368935,1.261848796,-0.146144737,-0.939799366,0.182447874,0
107,-9.450531792,-1.953570881,0.341348246,-1.986999409,-3.021426207,0.058817229,-1.837391482,-2.511859843,-3.294501282,-0.417944431,-6.5093625,0.058817229,1
108,-14.7909021,5.087566881,-0.65486096,2.234533496,-0.139005761,3.549360295,-2.718497618,-3.64211078,-3.411218717,-0.689744124,6.910559391,3.549360295,0
109,-1.382159163,8.037163953,-1.651070166,0.054993615,-0.34733434,-0.500938351,-0.103890313,0.694632941,0.043666978,0.502083963,2.103114099,-1.324305708,0
110,7.843482371,-1.413393166,-2.285677393,0.631403493,-0.713385521,-4.551236996,2.510716992,4.219777828,0.279495638,1.066616014,-5.163772367,-4.551236996,0
111,4.579991645,5.79423682,-2.920284619,-0.85583204,-0.355858654,1.926646471,5.125324297,1.77556402,0.544958506,2.105711164,-0.37433307,1.926646471,1
112,-2.663495684,-8.954823772,-1.833818832,0.422124489,0.604096163,-3.469574565,-2.378521391,-2.301846787,-0.101335912,-0.625174311,-2.092148592,-3.469574565,1
113,-9.906983012,0.425405703,-0.747353045,1.700081017,-0.695437638,-3.434842796,0.324269122,-2.160223563,-3.773905194,0.138230465,4.766999812,-3.434842796,0
114,2.213192487,-1.095881897,0.339112742,-3.531640341,0.82991285,-2.654348923,3.027059634,1.484645551,-1.660373316,-0.305175021,3.171383903,-2.654348923,0
115,5.819609183,-1.539755803,1.425578529,-1.19283937,1.182258453,-4.158309856,5.729850146,1.955059947,-0.59964457,1.189905069,1.575767994,-4.158309856,0
116,9.42602588,5.552898966,-1.230243326,5.219626444,-0.417370114,-8.984398535,3.600867381,1.642371045,2.184851081,1.160737686,-1.832456633,-4.044642127,0
117,2.078336445,8.647138707,-4.043161012,-0.022237465,0.422697026,-3.930974398,1.471884617,1.988080077,2.507683715,1.131570304,5.132516837,-3.930974398,1
118,-2.210116742,-3.167505278,-5.174992452,0.195943041,-0.633468983,-1.485202996,0.869989129,2.5862869,2.005872489,-1.964889547,-2.586632142,-1.485202996,1
119,-3.589543945,-2.125816133,-3.060941365,-1.268031786,0.993802526,-0.820401956,-4.156107813,3.184493724,1.504061263,-1.458144934,-0.027825865,-0.633685191,0
120,-4.968971148,-1.084126988,-0.946890277,-1.686216239,0.068479378,-2.054564192,-9.182204754,-2.840673778,-2.772677229,-1.006598258,1.714576575,0.217832614,0
121,-2.593433007,8.162118704,-0.80217565,-1.232801233,-0.109327617,-3.288726427,-8.864244381,-0.531466292,0.413455039,5.589377216,-2.267476191,-3.288726427,0
122,2.589625209,-0.668312077,-0.657461022,0.527882971,1.764015493,1.035642618,-8.546284008,1.777741194,2.628502462,-2.253355198,3.030089238,1.035642618,0
123,-7.695432935,6.810805005,1.656139356,2.288567175,-0.634352868,1.644541154,-2.222139921,-3.350039021,2.777380409,1.200313198,-0.262067445,2.912959467,1
124,-9.862722859,6.584643549,3.969739734,0.451610844,-0.306050865,2.253439691,4.102004165,0.816972844,0.315946344,-0.15216778,4.722038354,2.253439691,0
125,-7.601103569,6.358482094,2.93633266,3.806617701,-1.447139157,-0.93526616,1.615887722,-0.355935393,-2.145487722,2.835509261,4.707895935,-0.93526616,0
126,-5.33948428,5.794930525,1.87207244,-0.376028168,1.398286342,-0.759912825,1.143138646,2.281013769,-1.605359723,7.907094356,4.693753515,0.641905995,1
127,-5.957139754,5.231378955,0.80781222,0.271793629,0.884590309,2.219078149,2.542441211,-0.564168196,-0.412627582,5.691299057,4.679611096,2.219078149,0
128,9.012739458,-1.362248771,-0.256448,0.919615426,-1.797936804,-0.799136818,0.781837728,1.21797548,0.78010456,3.475503758,-5.134670586,-0.799136818,1
129,5.433765707,-2.005317037,-1.320708221,-0.915824329,-1.009336266,-2.946998816,3.469632944,3.548046706,-0.256624911,-1.393845873,-4.621754771,-2.946998816,0
130,1.854791957,5.299284414,-2.701417291,-1.756801395,-0.644966623,-0.200042356,2.525440835,3.253965376,4.08425662,3.2316153,-0.96439835,-0.200042356,0
131,-4.257840318,-2.820869138,-2.464384616,-0.510780201,-0.142351527,-4.531957247,3.94143469,-0.583008663,-3.172105005,1.603711559,-2.851667263,-4.531957247,0
132,12.60810694,-4.073461761,-2.22735194,-0.278002631,0.065673163,-2.776749708,5.357428545,5.449151956,4.230992629,-0.024192182,-3.020969559,-2.776749708,0
133,11.76923401,-3.035877191,-1.990319265,0.301424388,-0.314098756,-2.632324473,6.713918928,3.01270053,3.130531664,-2.869934231,-3.190271854,-2.632324473,0
134,4.621360418,12.36424195,-0.018415377,2.980377736,-0.050936737,-4.160550208,10.996924,1.772156366,1.858049731,3.241271099,-2.426882588,-4.160550208,0
135,9.574766304,-9.337897668,0.094995074,-1.861698533,0.510071827,-1.883824463,-7.93020311,0.125953674,1.108567521,-5.263768601,-0.045969808,-1.883824463,0
136,-0.414360906,1.280182178,0.208405524,2.50885528,-0.320185219,-4.564976568,4.630366276,1.421572963,-2.4904688,2.564586961,1.974363324,-0.257627804,0
137,-5.663080946,8.297277335,0.269819978,5.423399235,0.983482494,1.368568855,-1.786815252,-2.729412323,1.276443148,-1.286608419,2.009579035,1.368568855,0
138,-10.91180099,11.07178843,0.331234432,3.898121903,-0.053624688,3.758864762,5.964752616,-2.77947958,-3.304590388,2.807565286,4.663676869,3.758864762,0
139,3.775633301,-9.430398674,-1.470128118,-3.575239988,-0.595773168,0.260826728,-11.08310537,0.85480078,0.240294642,-7.322878059,1.916346339,0.260826728,0
140,-2.989964357,-0.828112694,-3.271490668,1.228088589,0.810857375,-1.451841907,-8.477460435,-3.301808366,0.03168734,-2.369945961,-0.83098419,-5.048570151,0
141,-2.734746752,-0.92372131,2.588017965,5.045524822,-0.13723909,-3.164510542,8.015395884,-0.061280516,-3.347183561,0.895948381,0.401963858,-3.164510542,0
142,-2.479529148,-1.019329926,1.331550271,-4.660325118,0.507619327,-2.994920241,-2.515836789,1.695978644,1.766389227,0.895531772,-2.730104102,-2.994920241,0
143,2.911868341,-3.635904895,0.075082577,-3.272921385,1.06770637,4.843367107,0.757247161,2.265708981,0.342863015,0.895115163,1.616188723,-2.803622861,1
144,7.467550328,-9.739578105,-1.181385117,-1.885517653,1.076472636,-2.612325481,0.600097831,4.86548589,2.818383726,-6.316372952,-0.714550779,-2.612325481,0
145,-0.443933801,4.535761591,-0.657028442,0.830732384,-0.998070825,-1.976671656,0.442948502,-0.470567063,-0.895619326,-0.915561846,-1.737036,-1.976671656,0
146,3.345078799,3.857587408,-0.043385688,3.546982422,0.216551557,0.084816843,5.097662627,0.25815269,-1.722612268,1.038972367,-3.506326772,0.084816843,1
147,7.1340914,3.179413226,-0.36271849,1.533162501,-0.519428144,-1.343064063,9.752376753,4.174956509,-2.058773714,2.99350658,-1.62680324,-3.722085702,0
148,0.144924714,2.501239043,-0.682051291,-0.48065742,-0.342708614,-2.770944969,-0.33747079,4.045685709,-2.394935161,-2.184197456,-3.747355809,-2.770944969,0
149,2.892591123,1.82306486,4.826627706,1.195538631,-1.391102564,2.163760923,0.234315001,1.123973268,4.635018143,1.506818641,-1.084723243,-1.23344605,1
150,-7.46127546,1.479330472,2.366697051,-0.341840179,0.032800181,0.304052869,0.548629907,-0.352278995,3.797094633,3.111586208,-1.805643022,0.304052869,1
151,1.914293538,-9.263447665,0.83492679,-3.052898049,0.860937161,-2.865424339,7.942153358,3.369073017,2.959171122,-2.863813771,-2.440738745,-2.865424339,0
152,5.05706647,13.1335695,-0.696843471,4.682698726,-0.150024279,-1.774015116,15.33567681,2.956566634,-1.804093444,1.841757312,-2.089138303,-1.774015116,0
153,1.983301886,0.172041562,2.73233971,2.696145177,-1.16098572,-1.47313052,6.235077392,3.218150697,-2.132471369,3.139336296,-2.43223891,-1.47313052,0
154,3.040734149,3.859290543,3.236811462,0.709591628,0.164100144,3.287061127,-0.361954589,-2.543380696,-0.887897046,4.43691528,0.9274857,-1.213355937,1
155,4.098166412,1.795405974,1.715969711,1.408087455,0.669555232,-0.953581353,-1.606402754,2.164788695,0.356677277,-2.962648764,-0.043640258,-0.953581353,0
156,-2.114338132,12.49662819,0.195127959,1.364668122,1.17501032,-2.946626072,-2.850850918,-1.597546575,-2.7367641,1.508565578,-0.020326225,0.260049955,0
157,9.340878772,10.84441892,3.276359343,-0.211866292,0.610375172,-4.939670791,14.87117956,6.323915346,-1.889073503,-0.211614319,0.002987808,-1.223443206,0
158,7.564691889,9.192209645,2.39909025,1.083265761,-1.960537771,-6.93271551,8.019327386,6.320680225,2.745278822,4.402964413,0.096971054,-6.93271551,0
159,4.805988486,-3.750281741,1.521821156,2.378397814,-0.613869158,3.684000354,1.167475213,-0.86569288,-2.005841987,-1.159159017,0.640917668,3.684000354,1
160,-5.945808689,-15.08809646,-0.737319578,1.576200761,1.361087537,1.422544969,0.044798554,1.623120726,-3.735618269,2.506562336,1.184864281,2.67660904,0
161,-6.01249952,-10.36218599,-2.996460313,-0.688992086,0.330831101,-0.838910415,8.899231004,-1.678458301,-1.707234125,-0.2022133,-0.610451209,3.942919493,0
162,-3.031416983,14.8169986,-2.519763335,3.004808918,0.892803503,5.209229945,17.75366345,1.960111291,2.644783167,-1.121712087,-1.419538423,5.209229945,0
163,0.093085021,7.006117847,-2.752953447,1.421950685,0.211552125,5.344487985,0.57595228,2.263427908,0.608213926,-2.041210873,-2.228625637,5.344487985,0
164,4.737577728,-0.804762901,-2.986143558,-2.891558832,-1.023846992,-2.855656897,0.61495191,2.934008183,4.867595005,-3.079116625,0.970446339,2.073844622,0
