ID,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,stage3_flow_deviation,stage3_density_deviation,stage3_viscosity_deviation,stage3_co2_deviation,stage3_o2_deviation,stage3_n_deviation,stage4_flow_deviation,stage4_density_deviation,stage4_viscosity_deviation,stage4_co2_deviation,stage4_o2_deviation,stage4_n_deviation,target
98,0.964522426,-3.530764872,-0.920301489,0.316155048,-0.111013298,-2.898834987,4.694740153,2.532799191,5.449189115,2.901305887,-2.876695756,-2.733748217,0.403027345,-2.328742823,0.964522426,-9.378442881,-1.897679356,-0.060169493,0
99,3.713784904,7.556412962,1.611742173,-2.41072394,0.136596969,-2.29589835,8.643066444,1.438117781,-3.982283206,5.727660608,1.582022966,-2.29589835,-2.091950441,2.287746388,-3.385962359,0.061770674,0.53221838,0.495851121,0
100,6.463047383,8.6631554,-2.375953392,5.062808774,-0.941405106,-0.108765154,5.413016625,0.908639197,-1.96435074,-1.733316155,-0.143134163,-0.108765154,1.17502532,-0.1682566,6.463047383,5.47888087,-1.616366618,0.94152387,1
101,-5.250901531,3.655210166,-0.180552022,-5.308076816,-0.090898429,-1.32506153,-2.218555315,-1.501065152,-2.362975996,-0.216069162,1.092017258,-0.442555455,4.442001082,0.21518669,-5.250901531,5.240599503,0.839183214,0.520017659,1
102,0.985877731,7.132516612,2.014849347,-3.738643586,0.2765002,-0.776345756,0.580501985,2.431492424,-2.761601253,3.712816024,1.473062146,-0.776345756,7.708976843,-0.905016271,0.985877731,2.019670678,0.935041978,1.269349774,0
103,5.710957826,6.590666321,4.210250717,-2.169210356,0.275023224,-6.962579825,-2.051432608,2.176441936,3.761699403,4.264567229,1.489404996,-6.962579825,-1.803981793,5.584330328,3.846605715,-10.15948491,-1.150988571,0.319190161,0
104,10.43603792,0.899035855,-1.70391575,2.492303391,0.656528057,-4.726332415,-4.683367202,-0.42471343,4.221488185,-4.396697767,1.505747846,-4.726332415,3.619724128,-2.227819507,10.43603792,-0.835214819,1.416863356,-0.575715702,0
105,3.162938218,4.251187148,-1.621938,3.442914923,0.645690701,-2.271942271,0.320227114,3.151154835,-3.501006665,-1.923229048,8.060673806,3.25357865,5.856394626,-1.065293823,-0.164020892,15.17845666,-1.987020144,-0.564336534,0
106,-4.110161486,1.148808133,0.701281344,0.727957757,2.089138648,0.182447874,-0.714958027,-1.452368935,1.261848796,-0.146144737,-0.939799366,0.182447874,2.836110764,1.514911393,-4.110161486,1.949996743,-1.102989118,-0.309757823,0
107,-9.450531792,-1.953570881,0.341348246,-1.986999409,-3.021426207,0.058817229,-1.837391482,-2.511859843,-3.294501282,-0.417944431,-6.5093625,0.058817229,-0.184173097,-0.451452923,-7.044856708,-2.609605815,1.260185115,-1.89599965,1
