ID,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,stage3_flow_deviation,stage3_density_deviation,stage3_viscosity_deviation,stage3_co2_deviation,stage3_o2_deviation,stage3_n_deviation,stage4_flow_deviation,stage4_density_deviation,stage4_viscosity_deviation,stage4_co2_deviation,stage4_o2_deviation,stage4_n_deviation,target
5198,-3.376920647,6.203196764,0.364322003,-0.927010493,-0.101663412,-1.777941639,-4.783941595,0.357976578,-1.30507297,-0.406191705,-0.164850145,-1.777941639,3.791767207,1.458405264,-3.376920647,1.216088957,-0.91229232,-1.171722698,0
5199,0.732623495,6.663474442,-0.943892293,0.361384272,1.198388654,0.559763477,-4.975549638,1.444735468,-1.046562235,-3.363908337,0.188680456,-0.680532286,-1.640654181,-1.094147882,0.732623495,-1.897135926,0.974515668,0.498165795,0
5200,7.649620224,7.123752121,-2.329527895,2.454839764,0.461718818,0.416877067,-4.190732614,-2.085285063,1.639863463,-0.301656489,3.091368293,0.416877067,-0.355925431,-0.7505317,7.649620224,-5.010360809,3.785019155,0.908111053,0
5201,8.741399428,-5.55021157,-2.255908068,4.548295256,1.450643636,-1.00535129,-0.607892218,1.795238448,2.545141306,2.76059536,0.942596211,-1.00535129,-0.345211993,0.014999807,8.741399428,-10.99157784,1.489333755,0.13324388,1
5202,-9.052153922,-15.82946153,-2.182288241,-5.401491115,0.408898904,-2.055700241,-22.34866219,-6.591705768,-1.763007788,-9.915619847,0.762522114,-2.055700241,-1.521199524,-0.981630008,-9.052153922,18.48505631,-5.049129993,-0.563331365,0
5203,6.95934278,13.25203524,-1.023803892,7.764787887,-1.458643324,1.251571929,21.2297102,4.421224053,0.341328863,-3.768019323,0.582448017,1.251571929,3.665947678,-6.248091151,6.95934278,8.396542674,-0.369569768,-0.08088026,0
5204,4.661852588,11.26307354,-1.556727025,1.175975037,-0.216379479,-0.757937345,12.95101865,1.522906377,2.975534928,2.3795812,0.40237392,-0.757937345,-2.03755225,2.333679135,4.661852588,-13.92803998,0.41249617,0.140882256,0
5205,-8.812957294,-5.418778467,-2.089650158,0.257392422,0.320210992,0.659468149,4.672327088,0.74872667,-4.856883287,-0.013330329,2.937510301,0.659468149,-0.893853268,-2.194362399,-8.812957294,6.132370506,1.120766371,-0.242989325,0
5206,-6.706481953,6.194091103,-2.622573291,-0.683569985,-1.113033269,3.45928865,-8.064671531,-3.851180109,0.872173221,-0.917349379,2.56922253,0.562318786,0.048261194,0.130834268,-6.706481953,2.791037878,1.829036572,0.165022687,0
5207,-2.976395661,-1.342190568,-0.275451692,-1.624532393,1.166367949,1.913654355,-6.311719188,-0.43043242,-2.462053029,2.508139856,-2.147872171,0.465169423,0.990375657,2.360842689,-2.976395661,-0.55029475,1.091306632,1.588743389,1
5208,0.753690631,2.597247371,-0.095079848,-0.729827476,-1.022421789,0.368020059,4.038164114,-1.241289714,-1.588085399,-0.276149107,0.311664499,0.368020059,-1.371267686,1.36888134,0.753690631,11.11867145,-7.128931353,-0.132386088,1
5209,-7.458615491,8.106214053,2.678663996,0.1191385,1.374026053,-1.319507656,8.789570512,1.819232879,-0.714117769,4.849950786,0.136153978,-1.319507656,-1.140645092,0.102288713,-7.458615491,-1.662030687,0.331365626,0.467665059,0
5210,-8.350785507,13.61518073,4.230212491,-0.41656355,-0.107422507,-2.812360712,6.527878929,-0.328644851,-2.16134015,5.431486318,5.015910499,-2.812360712,0.524266747,3.737970972,-8.350785507,3.742718228,-1.446140333,0.554220685,0
5211,-1.860310489,-15.03906113,2.263716469,-0.9522656,-0.012445608,-2.764060694,-9.480935873,2.295754352,1.42035281,-1.665644541,2.138548705,-2.764060694,2.189178585,-0.964676617,-1.860310489,10.60623965,-3.523979973,-0.419229113,1
5212,-3.230256565,1.793293623,1.08936502,-1.48796765,-1.374580417,0.155907652,4.058666089,2.634168258,0.189977925,1.36021983,-1.03458199,0.155907652,0.526479991,6.410071407,-3.230256565,-1.735998403,-3.27057329,-0.499623824,0
5213,0.327368315,-10.78382134,-0.499736822,0.869366958,-0.617058685,-5.205420322,-1.330810565,0.781059098,-0.46816623,-2.748553181,-4.379153372,-5.205420322,-2.808614755,1.345414724,0.327368315,1.92645547,-2.036626984,-1.796375555,0
5214,2.583563067,-0.307541176,0.149416895,0.426073167,-0.739544705,-4.158491447,1.253060594,1.080937272,-0.301259591,3.594776456,-4.000797604,-4.158491447,-0.800116048,0.709008249,2.583563067,-2.242709723,-0.802680679,0.443813426,0
5215,4.92877677,-12.25525633,-1.221251543,4.055901329,-0.818488214,-5.776042473,3.836931752,-0.583024428,-0.561030029,-0.632009579,-3.300049024,-5.776042473,-2.840676394,1.075200646,4.92877677,-5.385889608,-2.128210247,0.519481883,0
5216,2.672995541,5.668588437,-2.59191998,1.479654554,0.220886259,-2.0640404,6.42080291,-0.703976868,1.179925112,4.899996346,-2.599300444,-2.0640404,-0.952891691,1.441393044,2.672995541,-6.940158411,-1.787282962,0.59515034,0
5217,-2.905476568,9.115258448,-1.973842027,-1.096592221,1.062172262,0.176269416,4.737169008,-0.824929308,2.920880254,3.581077168,0.103005788,0.176269416,0.573813845,1.579039286,-2.905476568,-8.640496492,-1.446355678,0.273342635,0
5218,6.85401289,-1.469468184,-1.355764073,-3.572739159,1.903458266,-1.289147929,-1.879371007,2.830812266,4.238536528,1.882645278,0.31468903,-1.289147929,2.100519382,0.939369408,6.85401289,-12.7270352,-1.105428393,0.919989271,0
5219,4.728428466,5.688671919,-0.73768612,-0.887723424,-0.982884163,-3.004185868,7.03344548,2.048521871,5.556192801,0.184213388,0.526372273,-3.004185868,-1.227063927,-2.03069046,9.754780536,-16.81357391,1.052383633,0.445245149,0
5220,2.602844042,1.893833779,-0.119608166,1.79729231,0.471817632,1.398088008,-2.801499544,1.714918763,1.674776091,1.30603977,-0.590264706,1.398088008,-0.910884682,-2.961999168,2.602844042,-1.076636597,1.644219027,0.334325127,1
5221,6.091353948,-1.901004362,-3.23052645,0.053372189,1.194240627,-3.839015525,-3.515458717,1.381315655,-2.20664062,-1.225444957,-5.48929586,-3.839015525,-0.594705438,-2.581714287,6.091353948,-14.1671329,1.249642419,0.223405105,1
5222,-0.335836993,-5.695842503,-1.203607772,1.925069915,-0.095034777,-3.899737889,-4.22941789,-0.95329852,-3.41586959,-2.214777293,-0.769017561,-3.899737889,2.541178216,0.51368695,-0.335836993,1.318012925,1.679674509,-0.004900912,1
5223,-8.466717135,-9.490680644,-4.036071275,-2.282894893,-1.38431018,-2.601287152,-6.286654322,-4.564923813,-2.880360641,-3.20410963,-2.761010142,-2.187362068,0.374249014,-1.476348771,-8.466717135,6.533363698,-0.264972818,-0.233206929,0
5224,-0.46082443,-4.203845192,-1.030320704,-1.222223311,1.615674886,-1.302836414,-8.343890755,-2.40655328,-1.566011231,-4.193441967,1.125790376,-1.302836414,-1.792680188,3.417388828,-0.46082443,0.623599145,-2.209620144,-0.461512946,0
5225,6.007066586,5.487528345,-0.404987105,2.070521212,0.564052251,-2.020484187,6.805784599,2.203831368,-0.251661822,1.805433946,-2.993255768,-2.020484187,-0.330856131,0.732506829,6.007066586,-5.286165409,-1.102977925,-0.255675521,0
5226,3.330357093,-5.609034138,0.220346493,-2.882014554,-0.751563122,-1.784636755,-2.460192661,1.410357543,2.815134266,-4.014594458,-2.783780637,-1.784636755,1.130967927,-1.299237239,3.330357093,0.171029476,-2.115226348,-0.611520533,0
5227,-4.232768598,-4.175157095,0.845680092,-6.106460343,0.357411235,2.802611706,-4.379529179,-0.569991351,-1.102882975,-2.192625134,1.461016426,2.802611706,-0.123042609,0.596717396,-4.232768598,6.540498428,-4.139537008,-0.165498572,0
5228,-4.981989436,-2.741280052,2.326144885,-9.330906133,-0.080417886,-1.756527453,-6.298865698,3.790447365,3.522838139,-2.745243501,-3.78585498,-1.756527453,-0.739041042,2.492672031,-4.981989436,6.276716116,-6.163847667,-0.7000032,0
5229,9.560822348,-6.427607967,3.806609679,2.150480516,-0.785332454,-1.701331295,-1.098030862,4.534135717,3.020937189,-3.297861867,-1.915214121,-3.940901558,-1.355039474,-2.537415283,9.560822348,-12.24346602,0.44976217,-1.234507829,0
5230,-10.91189758,-6.736744303,5.287074472,0.409519047,0.799736918,-1.646135137,1.819592862,-2.256204426,-6.674706814,0.817781728,-0.044573262,-1.646135137,0.186382185,-4.732598705,2.361047211,4.629435039,-1.118231739,0.471662655,0
5231,-4.838727926,7.735061421,2.283310902,2.314639639,0.399404335,-2.257178478,7.135682933,1.788626779,-0.440970155,4.907652951,0.663798183,-1.784605501,-0.257149889,0.640270741,-4.838727926,-0.369143163,-0.671896515,0.820583765,0
5232,0.501368239,1.247171238,1.714642431,4.219760232,-0.000928249,-2.868221819,-0.092736673,-1.285085574,0.973835785,2.388470788,-2.466982536,-2.868221819,1.932959748,-2.928959061,0.501368239,-4.450579414,-1.454754799,-1.420362912,1
5233,4.598553451,1.353460914,1.14597396,-2.308699676,-0.438399174,-4.126706153,2.73276627,3.034602693,-0.063776431,-0.130711374,-1.583890541,-4.126706153,0.909018617,0.314276872,4.598553451,4.163709935,-2.789071779,1.173023103,0
5234,-1.295653807,-2.64257198,0.577305489,-1.312771882,-1.305761253,-1.456519541,-1.935173209,1.758269818,2.13311677,0.420474125,-0.700798547,-1.456519541,-0.174339929,1.990113659,-1.833162111,-6.46690199,-4.123388758,-0.183284617,0
5235,-7.189861066,-3.403937208,0.008637019,-2.208766378,-0.51442313,-2.206852372,-7.646308227,-1.427500788,2.197865031,-1.692409362,0.207256484,-2.206852372,-5.343431808,-0.834823852,-7.189861066,-2.664318906,-3.281886814,1.283582121,0
5236,-8.535365286,10.06107678,-0.560031452,5.100593409,-1.02858884,-2.120852428,8.855256929,-1.129797414,-3.02183688,-1.731841914,0.988246965,-2.120852428,-0.096416048,-1.165199088,-8.535365286,1.138264178,-2.726685774,0.709223919,0
5237,-8.782122077,-9.042849396,-1.128699923,-1.141944473,-1.845265564,0.602527338,-6.769010643,1.241708361,-3.907429382,-1.771274466,0.098835066,0.602527338,-4.953112477,1.804736916,-8.782122077,2.848204215,-1.379516292,-0.645349377,0
5238,4.015269754,-7.881236628,-1.697368394,-0.819151434,1.627291929,-3.126740993,3.401722058,1.938197412,2.081081234,1.232029954,-3.343788266,-3.126740993,0.380654537,4.774672919,-4.381662985,2.876165373,-3.81151179,-0.350228412,0
5239,0.018796108,-6.719623859,-0.616711877,-0.496358395,0.199338749,-2.500035189,-7.251566905,0.021507662,-0.896658979,3.019370452,-2.280519442,2.183295002,-2.398257128,-1.644155642,0.018796108,-7.051155007,-1.683346932,0.156634556,1
5240,0.311803004,0.065888744,-2.74349139,0.020054625,1.411215355,-1.873329385,-10.33795783,-1.406289338,-0.972037216,0.602143967,-1.960051033,-1.873329385,-5.177168792,0.788048096,0.311803004,-7.985783508,0.444817926,-1.132841893,0
5241,-5.041554681,0.915154522,-1.732559677,-0.616149118,-0.252834446,-0.814886856,-13.42434877,-3.70024055,-1.86035748,1.338485817,-3.587246459,-0.259728421,-0.598037172,3.320538801,-5.041554681,-12.60285081,0.629184781,-1.720803839,1
5242,-1.864003191,-7.920783196,1.951243033,-5.799221837,0.43823546,1.353872542,0.565050051,-0.627672464,-3.172264943,2.074827667,-0.830938385,1.353872542,-3.297562989,0.339251555,-1.864003191,4.873330214,0.813551636,-2.308765785,0
5243,-0.312575376,-2.116092475,0.737549395,-0.426684896,-0.254640547,0.715070037,-4.253930681,-1.4633313,3.939688921,0.384328418,1.925369688,-0.097358279,-2.961899183,-1.987205989,-0.312575376,-0.378926434,-2.778446405,1.324315646,0
5244,-10.15010228,3.688598246,-0.476144242,-0.547954482,0.80729948,0.076267533,1.776148966,-1.643459957,-1.437333542,4.729537921,-2.183630028,0.076267533,-2.626235376,-2.557226717,-10.15010228,-7.109007745,-3.152499285,0.359456657,1
5245,9.589890585,-13.42309014,-1.811658182,-0.523537024,-0.173813843,-2.674275218,-0.080595957,2.769948335,-1.892886522,-6.440390481,-2.313159363,-2.674275218,-1.291875321,-2.533738509,9.589890585,2.751761959,1.323575572,0.879881451,0
5246,-8.473400314,-1.551760433,0.64519808,0.818008499,-1.563069503,1.620052148,-1.937340879,-1.894467038,-2.348439502,-1.096853275,1.754222377,1.620052148,0.042484735,-2.510250302,-8.473400314,12.53505933,-4.631237247,-0.330857758,0
5247,-3.694500426,4.46166094,0.397564716,2.159554022,0.468031285,-2.028140774,7.538228143,2.15859723,-0.762285125,0.667606972,1.441575623,-2.028140774,1.37684479,-2.530765031,-3.694500426,5.871729878,-0.644906125,-1.457055227,0
5248,-1.05681097,3.395185946,0.149931352,2.811582786,0.736985085,0.826876067,5.92995937,-2.016395482,0.823869252,-1.405203823,3.111723071,0.826876067,2.711204846,-4.46191686,-1.05681097,11.84426893,-3.690266337,-0.01083979,0
5249,1.534747195,-7.353273366,-0.469075999,4.310713968,-0.689210427,-0.016656311,-6.639298683,1.756720612,-0.29580516,-1.758718166,1.962485347,-0.018155166,-1.032310937,-2.188688473,6.399351679,-9.525797336,-1.600161571,-0.863840143,0
5250,4.126305361,-9.874881621,-0.613478347,-2.391018604,-0.039144559,-0.860188689,-3.749168739,0.532662647,-0.190244265,-2.11223251,-1.091121391,-0.860188689,5.491944143,-2.556502868,4.126305361,1.753265336,0.489943195,-0.252218724,1
5251,10.19447108,-1.954624202,-0.757880694,-1.658925587,-0.069008398,-5.865633593,-0.859038795,1.953908242,-0.08468337,-3.48683316,-3.531114337,-5.865633593,0.961518981,2.922849641,10.19447108,-1.656760959,1.846866188,1.195547698,0
5252,9.323757575,-5.386835514,-0.902283041,-1.7732247,-1.368893835,-3.826916446,3.073418606,2.521562244,-1.064033073,-2.449570498,0.453046008,-2.512902835,-0.061256512,-0.886981769,9.323757575,7.538441941,3.819303432,-1.871892805,1
5253,0.365546455,2.444780528,-1.046685388,2.107042773,0.870225029,0.839827924,5.77995045,1.517773703,2.127902387,6.774671746,-0.138169385,0.839827924,-1.084032006,-3.975489744,0.365546455,-19.67400604,3.421453119,-1.153466005,1
5254,-2.905924223,-15.95500914,-1.191087735,-5.771489301,1.91697089,-0.946829939,-17.33001882,-2.798963526,3.982238454,-9.51993018,-3.181889971,-4.392663229,0.175376961,-3.030245094,-2.905924223,13.46040584,-5.689060158,0.588231742,0
5255,14.78506261,3.550267595,-1.335490082,-1.554727482,2.963716751,-2.733487801,5.416465743,2.715617476,5.836574521,-2.239210342,-2.45373707,-2.733487801,1.434785927,0.653859316,14.78506261,-12.43724356,1.774164629,0.807673229,0
5256,-3.353495226,4.654363614,-1.479892429,-3.765073656,-3.0851545,-0.270815896,1.432831374,1.270344824,0.749777701,1.109129393,-1.037763865,5.557063089,2.694194894,2.161957269,-3.353495226,1.248506706,-0.189929342,0.82152082,0
5257,0.938071151,1.939585842,1.95849821,-1.06149983,0.534594807,2.19185601,2.177125183,2.907666457,1.124662841,2.410206465,-4.293251729,2.19185601,2.455365032,2.487274241,0.938071151,-7.78544626,-2.154023313,0.835368411,0
5258,-11.06229938,2.661599193,5.396888849,0.59599581,-0.59919537,-0.660910899,2.921418993,-1.186211282,0.274141185,-0.469038362,2.781102195,-0.660910899,2.216535171,-3.652515406,-11.06229938,7.960280833,-1.51676399,-0.694802068,0
5259,-1.554976188,3.383612544,3.894611769,3.735410852,-2.161154624,-1.931246761,1.493867326,-0.949902464,-0.576380472,1.371541952,-1.144328587,-1.931246761,1.97770531,-4.25886662,-1.554976188,-1.956897293,-1.250393097,0.139645174,1
5260,-6.674289445,1.509613486,2.39233469,-2.44097366,0.507767084,-8.400901536,-1.191366659,1.398999935,0.594845298,3.404949075,0.999621218,-8.400901536,0.079073501,0.400803022,-6.674289445,0.839739159,-0.195990062,-0.111545214,0
5261,-3.91473727,6.68497259,2.965979296,3.010009786,-0.904707084,-2.723092848,-4.000370275,0.532227088,-1.845104249,0.349926354,-1.712273081,-2.723092848,1.604454638,-1.401605356,-3.91473727,-2.170881202,-0.658201388,-0.414347201,0
5262,-26.30221261,14.20617273,1.00134484,3.664722614,-1.663600564,5.738434698,-6.80937389,-5.535599101,-1.318677949,1.363379211,10.26754844,5.738434698,5.1156324,-3.06916048,-26.30221261,16.23463172,-1.120412715,-0.717149187,1
5263,6.277572392,8.870930989,-2.423774715,2.281589533,-0.669818483,2.844045677,10.09768113,1.37180324,-0.79225165,4.684075773,0.751681392,1.142965026,-4.069001481,6.539879142,6.277572392,-8.921660012,1.785586207,0.54888356,0
5264,-0.381701511,-3.23045086,-2.321801382,0.613917469,0.323963598,-0.050343345,2.548932374,3.932973557,-0.265825351,4.178144239,0.457632407,-0.050343345,-7.099062646,5.896723478,-0.381701511,-14.43515157,-0.048114723,1.382607348,0
5265,4.672779283,-5.488865266,-2.219828049,1.908279186,-0.036089422,0.452828602,10.94815365,2.338858421,-1.847812147,5.072601048,0.18927133,-1.179358013,-1.748213909,5.253567814,4.672779283,-12.58422036,2.58041872,-0.325964921,0
5266,-0.701761572,-7.747279671,0.193005771,-4.841390025,-1.122057855,0.956000549,-1.294960264,1.633999599,3.484715285,-0.477278442,-0.079089747,0.956000549,0.954072879,0.527706295,-0.701761572,-2.566763973,-1.828412064,0.464894747,0
5267,-4.721517925,-10.00569408,-2.107751683,-4.377577482,-0.89354493,1.511025301,-12.26238088,0.929140776,0.156083834,-0.243944174,5.480438799,1.511025301,1.391871763,0.641196816,-4.721517925,-0.769405605,-6.237242847,0.486514902,0
5268,-5.974634337,-4.940595149,-0.708366441,-0.916284348,-2.063158113,-2.063555164,-13.25889636,-1.272211698,1.230108418,-0.010609907,-2.693838392,-2.063555164,-0.505742173,-0.157874408,-5.974634337,1.027952763,-4.191057167,1.871381775,0
5269,-5.443704008,-9.846879719,0.6910188,-5.391011211,0.251229074,-0.059123087,-14.25541185,-2.005245939,-1.387892165,-4.661371612,-0.541133581,-0.059123087,0.221835365,2.695401212,-5.443704008,8.165427258,-2.185514483,1.190340554,0
5270,-6.771702157,-0.979289103,3.856547426,-2.495566715,-0.103597838,1.212292361,6.260027629,1.691864741,-2.200574522,4.044627127,-0.416494804,-7.873659783,0.949412903,-1.674820104,-6.771702157,-0.384926755,0.513404765,0.509299333,0
5271,1.31862173,-7.735261093,2.010223592,-1.521416565,-1.8601268,2.48370781,0.873976155,1.846021065,1.400818736,-1.159853928,4.150396537,2.48370781,1.676990441,-6.045041419,1.31862173,12.77008576,-2.903959092,0.732116525,0
5272,2.114841073,-1.719206763,0.163899757,-0.547266415,-0.092715406,-1.461911423,-2.27669711,3.021280523,-0.480924468,-1.391990741,6.407901411,-1.461911423,-1.19919805,-1.726249233,2.114841073,14.40011811,-2.253925364,0.500397438,0
5273,-4.420997907,-7.225436069,0.180345738,-0.78922836,-2.016860285,0.050410629,-5.427370375,-2.249536101,-2.362667673,-1.624127555,-3.276629909,0.050410629,-1.533138914,1.116146983,-4.420997907,1.975203275,-1.603891636,-0.37697437,0
5274,-0.861614688,-4.997720417,0.196791719,-0.54734482,2.242664863,-0.031789857,-3.748232512,-1.606616022,0.455295824,-1.491145499,-1.155604258,-0.031789857,-1.867079777,-1.866668576,-0.861614688,4.213792338,-2.051842408,0.879511695,0
5275,-4.740883809,-2.770004766,0.213237699,-4.138601482,-0.136916668,0.508702951,-2.069094649,-0.873674602,-0.442300134,2.397025344,0.524199755,0.508702951,-1.288736599,2.215287956,-4.740883809,-6.093643111,-2.49979318,0.381398927,0
5276,17.47705285,-1.273023435,0.22968368,-2.180963585,-0.984361903,-3.335329908,14.68711265,5.56845398,2.892048466,-0.112520451,-5.01644163,-3.335329908,-0.754296301,-0.161642485,17.47705285,-16.40107856,2.148897068,0.083257964,0
5277,7.525162372,0.223957896,1.331978551,-0.223325689,-1.831807138,-0.213518232,-7.236033832,-5.022943673,-1.433994583,2.11418852,8.130198183,-0.213518232,-0.067579401,-2.538572925,-14.88973614,19.17099965,-1.388950991,-0.214883,0
5278,-2.426728104,6.956725053,2.434273421,4.768338895,-2.001654504,-0.711345513,4.299512322,-0.767965286,-1.407927092,-1.064392097,6.212667104,-2.890206456,1.718590783,-2.263304155,-2.426728104,14.12524467,-4.926799049,-0.790584871,0
5279,2.214903435,1.789066316,3.536568292,4.966336165,1.382127175,-1.209172794,6.99102387,1.935811443,0.51859827,-2.561929343,-2.75168005,-1.209172794,3.504760968,-1.988035385,2.214903435,-2.387556024,-2.323587529,-1.366286743,0
5280,0.44636429,-0.020553744,-0.852788831,-1.721098156,-2.835661529,-0.875756858,-1.498297007,-0.48645536,1.047663438,-1.428507501,2.501944768,1.434903211,2.684914824,0.910936334,0.44636429,0.297322283,-0.132784046,-0.23769301,0
5281,-6.789132265,3.0981172,-0.503147721,-4.848235565,2.062448906,-0.542340923,-9.987617883,0.260514477,1.600199765,-1.214685007,0.364667546,-0.542340923,1.072032837,3.809908054,-6.789132265,4.053348783,-3.321143884,0.251471621,0
5282,6.407891332,6.404585809,-0.044613266,2.394980383,0.823770173,-5.215074553,5.266473184,1.007484314,4.1539133,2.156884601,-4.341214873,-5.215074553,-0.540849149,0.50297415,6.407891332,-7.452996196,-1.233154203,0.740636252,0
5283,0.064317118,1.532982779,0.413921189,-1.477378108,-0.72222724,-1.711397674,-8.160354455,-2.57268203,3.415694093,-3.287487831,0.437149696,-1.711397674,5.984278496,1.932713704,3.25504494,-6.183898473,-2.625312143,-0.777327239,0
5284,0.102198548,16.35480777,1.18888014,3.155601313,-0.383769758,-3.99335133,-0.208106082,0.833992302,0.654747906,4.444307841,-1.42020276,-3.99335133,5.477598694,1.53687873,0.102198548,-4.914800749,-1.701179103,-0.221569972,0
5285,2.531571578,2.803773862,3.391431781,4.708100269,0.720514921,-2.464023575,7.744142292,2.026944149,-4.985417881,1.396355244,2.085137708,-0.735568878,4.970918892,1.073261425,-2.682991283,4.069929106,-0.469011325,0.911741258,0
5286,4.960944608,11.20481014,-1.232906996,3.46711652,0.622191217,-0.93469582,6.956351919,0.88230557,1.091699157,3.12423963,0.297898848,-0.93469582,4.46423909,0.149595717,1.671028113,1.747400629,-2.135395455,0.652847665,0
5287,7.390317638,6.123811261,-1.409982041,-1.772702284,-0.666496457,-1.63160431,0.759207658,3.123182241,3.761832612,-0.230476992,-0.247170141,-1.63160431,1.697467759,5.406594867,7.390317638,-1.438578888,-1.823518411,0.15442492,0
5288,-5.835873698,5.744425939,-0.907502094,-2.742609942,0.646559699,1.836455752,-1.78374864,-1.975162963,0.807302029,2.636992658,0.234218014,1.836455752,-1.069303572,0.640515554,-5.835873698,-4.624558406,-1.511641367,-1.645769664,0
5289,0.921936936,0.090851558,-0.000249168,-3.630640989,1.959615855,0.941990275,-3.741204988,-1.637958734,-2.147228554,0.069132336,-3.806618681,0.941990275,-0.160362792,-0.327888589,-4.818678451,-4.93743571,2.189681648,0.197969921,1
5290,7.67974757,2.239360047,0.907003758,2.334559188,1.773676006,-1.967198066,-2.769018813,-2.441401978,-1.369569638,-4.394059982,2.180851515,-1.967198066,0.748577989,-1.296292732,7.67974757,-5.250313014,1.834332914,0.5749154,0
5291,7.6522891,-12.95322814,-0.336076477,1.687355179,-0.772009549,-1.91078861,-8.234121298,5.549189292,-0.591910722,-6.311686993,-0.217549606,-1.91078861,-0.72544699,-2.264696875,7.6522891,-5.563190319,-1.744801647,-0.673178594,0
5292,4.710035077,-9.395518223,-1.579156713,0.640543848,0.397922427,-3.916427896,-7.426186959,0.325399419,0.185748194,-6.505528159,-2.11701369,-3.916427896,-1.747091323,0.290424416,1.378630522,-11.63394108,-3.565144452,-1.127384725,0
5293,1.767781054,5.158302984,0.372057969,-0.406267484,0.824557104,-2.367920564,5.960402651,3.998783995,-0.645442763,5.607633149,-4.362755874,-1.855810393,-3.226616665,0.181985094,1.767781054,-17.70469185,-2.154064356,-1.154126831,1
5294,-2.936082525,-2.033827001,0.101569426,-0.670889847,-0.472616214,-0.819413233,-0.872951651,1.266016653,-2.316998181,1.032188167,-2.187188125,-0.819413233,-5.363730712,0.685644492,-2.936082525,-8.084448634,-2.204047022,-1.301015864,0
5295,-4.042673518,10.26227668,-0.168919116,1.321452018,-0.100030614,1.494424867,-7.706305953,-4.436314068,-0.137640872,0.654731377,1.216034855,-0.841022986,0.571991773,1.930067537,-3.554051705,-8.614574525,3.343198711,-1.447904898,1
5296,-5.14926451,3.326868279,-0.265887537,-2.503685042,-1.233576028,-0.862632739,-0.831441311,2.682011294,3.127641836,0.733229554,0.367457914,-0.862632739,3.167841042,0.2312534,-5.14926451,-4.599437462,-0.782543985,-1.594793932,1
5297,-1.024654549,5.581063169,-0.362855957,5.331890847,-1.082870164,5.741113096,1.201592548,-2.998905061,-1.75504178,0.811727731,3.521527342,5.741113096,4.859546314,-3.607670899,-4.391410646,-4.987440582,-0.971832762,-1.741682965,0
5298,3.099955412,-5.186986265,-0.459824377,1.378162295,-0.401436428,-1.514382078,-0.862877664,-1.600964033,0.757107449,-1.103944217,-2.217884703,-1.514382078,-1.450578431,-2.894063003,4.238473865,-5.375443702,-1.16112154,-1.365041472,0
5299,7.224565373,6.613794948,-0.556792798,2.564096532,-1.270297627,-2.578004196,14.07143713,4.277615328,3.184847778,-1.30846855,-4.718155811,-2.578004196,-2.032569784,-2.180455107,7.224565373,-4.732714786,-2.869935369,1.280225909,0
5300,5.686062299,-12.59742245,-0.653761218,1.869055659,1.10776372,-2.742825143,-3.694045627,2.594320023,0.596025488,-3.681149959,-2.990641554,-2.742825143,-1.285048847,-1.466847211,5.686062299,-4.082785234,-2.112733891,1.02222218,0
5301,-5.95893536,-4.887051893,-0.739635944,-0.183005031,-0.108094995,-0.421592665,1.296585986,-0.617811268,-2.738495411,-1.40029445,2.269635081,-0.421592665,-1.012552498,-0.753239315,-5.95893536,6.824728095,-2.470873146,-0.155066285,0
5302,-2.267634508,-6.391634764,-0.825510669,-1.00816581,-0.168466656,0.650902542,-1.532830453,0.192885909,0.151709725,1.167224198,-2.469690807,0.650902542,-4.133166346,1.448429818,-2.267634508,-3.216798755,-1.650299375,-1.60624668,0
5303,-4.870923443,5.733561937,-0.911385395,-1.443306224,1.104834089,-3.847943197,-6.905265386,-2.583683887,-1.288648184,2.863402531,-1.250345487,-3.847943197,1.575992871,1.645012802,-4.870923443,0.06900744,-0.246731804,-0.169342692,0
5304,-0.241081799,-0.350861178,-0.997260121,-1.881273334,0.181694673,0.427667966,-6.058756369,-1.545609642,-1.647044335,-0.570574685,-3.571876145,0.427667966,0.282721769,-1.127724719,-0.241081799,0.997745368,2.692568949,1.267561295,1
5305,-5.563258239,8.901989471,6.903585442,2.040074968,-0.741444744,-3.238257088,-5.212247352,2.560087648,-2.005440486,-0.074525146,-0.691850608,-2.086511082,-5.742604504,3.588905553,-5.563258239,-4.433792941,1.930325,-0.537203997,0
5306,8.128288764,-2.055388133,-6.370771906,2.574753199,-0.488540822,-4.60069013,-4.365738335,-1.298338391,1.064220985,0.421524394,-5.568847275,-4.60069013,2.909653451,2.926872616,8.128288764,-8.680959322,1.16808105,-0.195633632,1
5307,2.334140086,3.089635287,-4.027412794,1.860794804,0.883178336,-1.30445051,-3.519229318,-2.678101318,1.273935375,0.917573933,1.675433047,-1.30445051,-0.737178752,2.264839679,2.334140086,-7.478854274,0.4058371,1.947622487,0
5308,-1.881872716,-1.34862834,-1.684053682,-0.414987287,-1.284767923,-1.469578302,-0.104390801,0.72614788,-0.07993479,1.413623473,-0.717793619,-1.469578302,-3.418036782,1.602806742,1.786266533,0.556539736,-0.691398603,-1.048155512,0
5309,1.238392981,3.022640361,0.65930543,4.695052156,-1.45998108,-0.971339052,4.311225388,-0.330164651,0.380527563,-1.957996981,1.335827837,-1.2990085,-0.13682188,-0.325832854,1.238392981,4.004547567,-1.812113806,0.460427802,0
