ID,stage1_flow_deviation,stage1_density_deviation,stage1_viscosity_deviation,stage1_co2_deviation,stage1_o2_deviation,stage1_n_deviation,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,target
53,2.60913673,-5.581194582,-0.734632529,1.52344865,-0.507623411,1.095735325,-4.27079242,-6.616619822,0.037543476,3.517720893,-0.389670652,-3.590611185,0
54,0.374309644,0.821797666,-2.137915085,2.500673501,-1.423822841,0.325843133,-4.387657517,-1.041408221,1.555409952,1.322872315,-0.254428483,0.040762704,0
55,-0.893902286,-3.974080028,-0.053427546,3.477898352,0.512428505,0.515241623,-3.029876087,4.533803379,3.073276427,1.546834322,-1.842975543,-1.402129023,0
56,1.74305114,4.343189883,0.250285126,2.725200124,0.418743955,0.747775528,-1.672094657,-1.420605061,-0.902926903,1.77079633,0.801557479,-0.992721395,1
57,2.742749337,-1.453446034,-0.172950246,1.972501896,0.325059405,0.980309433,-7.485389268,10.88992638,-0.187813984,5.235073203,-2.205158372,1.330962564,0
58,3.742447535,0.074294693,-2.318488421,2.182915479,-1.582463039,0.177216665,-6.741044056,4.839088651,1.845941465,-0.84962435,-1.22949883,-5.164888507,0
59,4.742145732,0.819162284,2.929880391,-1.13402206,-2.807750434,0.192044167,2.423823806,-2.418448472,-1.404685713,-1.25399744,-0.294272083,-3.405263094,0
60,5.741843929,1.564029875,-0.107562554,-2.220645785,-0.998657154,2.067094753,4.847202573,-4.817896281,0.161295949,-0.049699401,-0.050741394,-3.258843288,0
61,3.707703359,2.141906218,0.377585834,-0.518727766,0.810436126,-0.036507733,2.063022691,-4.55759335,0.630735473,1.154598638,-0.930736144,-1.566840236,0
62,1.67356279,-4.616469531,0.862734222,-0.325392548,-1.053695461,-0.693433055,-0.721157191,-4.013190275,1.100174997,2.202668845,-2.841665624,0.700789516,0
63,-0.36057778,3.732239757,-0.353970118,-0.13205733,-0.222151295,-0.607017252,2.997839496,-1.091997447,-2.689494197,-4.919300106,1.64173647,2.652798525,0
64,-0.477698923,-5.111003481,-0.913055384,0.250936356,-0.046100161,-1.732291849,4.895314744,-0.053510741,-4.523642105,-2.185343987,-0.402196752,-2.481122776,0
65,-0.594820066,-2.104833666,0.514980908,0.633930042,1.201282389,0.251245637,6.792789992,12.46923623,-2.57044165,1.735090641,0.664474015,-2.38409664,0
66,-0.711941209,-3.47149761,0.472874592,-1.240563151,0.489229871,-0.196781711,-0.801309127,2.5487321,-0.28485932,-1.717575241,0.170138811,-1.644301122,0
67,-1.234752552,5.186314181,0.371078617,-0.706122201,-0.222822646,0.532934737,-2.707663228,-13.75381535,0.980692113,-4.110878458,-0.324196393,-0.899261865,0
68,-1.757563894,-1.286477674,0.269282643,-0.171681252,-0.934875164,0.692479143,-2.739281596,-1.774711764,2.246243546,4.326818948,1.239079283,-1.783726755,0
69,-2.280375236,2.890875946,-2.743994306,0.185448077,-0.03409785,2.091496743,11.11483641,3.324263719,-4.652627458,0.353619631,0.172166868,-2.668191644,1
70,-2.803186578,3.941285503,5.258401186,0.542577406,1.501977252,-0.484042203,-10.57051674,-5.647174511,4.041457793,-3.619579686,-1.300640537,-0.92905036,1
71,0.705704187,-0.342313532,2.888985106,0.899706735,-0.360728887,1.266205972,5.115246288,4.387173897,-1.804564503,-0.317098195,0.075410531,1.64472964,1
72,2.451276211,-2.021880323,-2.987548413,-1.525404023,0.117193176,0.188619176,5.165574217,10.61168377,-1.599565117,2.985383297,1.775059844,-0.853910065,0
73,0.924612595,3.412649278,-0.091267141,-3.232679999,-1.242972567,0.809785633,-11.36315414,2.622385647,-1.394565731,0.978662867,1.759571316,-4.32311232,0
74,-0.60205102,-0.811704108,-0.981267435,1.188009926,-1.02751612,-0.563694322,-7.965439451,-3.670449908,-1.189566344,-3.316783929,-0.887189754,1.848718998,0
75,-2.128714636,-1.733798991,-1.63739756,1.595679055,-0.25814677,0.242970967,-4.922781333,-6.142024566,0.549370723,-4.785275571,-0.611796924,0.616039149,0
76,-3.655378251,4.959989171,4.342244942,2.003348184,-0.219949029,0.721795895,-4.437556481,-5.848786378,1.010219859,-3.321763549,-0.201466192,-0.6166407,1
77,3.249828115,1.867791729,-4.704643332,1.469812453,0.628118839,0.806818456,-2.02894308,-4.12698196,2.02972073,-1.858251528,0.208864539,2.271597661,0
78,0.128589974,2.617168646,3.171286178,0.936276722,0.610638985,0.891841018,5.107382525,-3.771321729,-3.633716369,-5.420973313,1.312249369,-3.500706879,0
79,1.625246922,-3.443051638,-0.593461613,0.402740991,-0.58166592,1.273891339,5.52178026,7.945025809,1.807216052,2.963809998,-0.55728136,-1.45408802,0
80,3.12190387,-2.345648604,-3.244157209,0.151967484,0.677094663,0.370685034,5.936177996,3.750787978,1.37886584,2.652652598,-1.021264235,-0.689375592,1
81,4.618560817,2.332140077,3.805561654,-5.319382929,-1.175101114,-0.019831134,-0.797558889,-13.06640502,-1.596111131,0.00040588,-0.996642733,-2.68446409,0
82,2.153843536,0.263274052,-4.01265199,-4.401124512,-1.202768161,-0.410347301,-1.459639386,-8.134078777,-0.295853132,-1.710159541,-1.120758387,1.222206637,0
83,1.50425369,1.123391254,0.775392434,-3.482866095,-1.230435209,-0.07686578,-2.133436477,-6.220381768,1.004404867,0.582401209,-2.452134126,-1.916113305,0
84,0.854663845,1.983508457,-2.22556725,0.551631741,-0.55752248,-1.163064742,3.499808627,-4.211334136,-2.712591164,2.598831674,1.847686008,-0.9833622,1
85,-3.258472593,-6.940655981,-3.269192606,4.022209829,-0.524984602,-1.866160479,4.323381647,0.184893031,-3.696642771,4.615262139,0.102346716,3.533810699,0
86,0.869088769,-0.69328584,1.017770367,-4.42232503,2.318742805,-1.154095168,5.146954667,4.581120198,-4.680694379,-0.910879003,-0.803894076,-1.410359487,0
87,-2.260392768,1.012191281,-1.821621653,-4.50955725,0.630418669,-2.663942539,3.092123947,-2.189329505,-3.088654761,-4.84725805,-0.686846545,-2.344972526,0
88,-0.897401376,2.159371156,2.303543697,-3.681637443,-0.135633322,-0.293985042,-1.224334909,-3.796330058,-2.651171447,-1.045220266,0.975620699,-3.453860269,1
89,0.465590015,-0.281487384,-3.821402409,-2.853717637,1.380974825,-1.596302393,10.57548148,6.36171758,-2.213688132,3.670251723,0.164317977,1.96227475,0
90,1.828581407,-0.785374203,-0.631636012,-2.270925978,0.31887305,0.207355981,4.487277475,-7.499698747,2.373963835,-4.44616194,-0.646984745,-2.19106501,1
91,3.191572798,-0.501172549,0.352590045,1.687366434,0.370780394,-0.888483597,0.94082391,7.680759456,-3.389333161,-0.599952052,0.87548888,2.283564354,0
92,4.55456419,4.470230367,-1.845120258,2.640042783,0.552327836,0.704090679,-2.130387553,2.38121769,-0.431664618,1.246347149,-0.414681584,2.415924829,1
93,1.674290752,-1.940635471,-0.69225295,3.592719132,-1.465122347,0.585896769,5.560320311,1.990848802,3.145410993,2.701177315,0.531230977,-1.170594796,0
94,-1.205982685,5.276212562,2.63022259,3.27681569,0.32172497,1.622889079,-4.376828214,-3.362336765,2.012052064,-1.297457227,0.39517218,-0.453861112,1
95,-0.062968859,2.800769043,2.242100382,2.960912247,-1.457165387,0.091627319,3.865769678,13.69127638,-1.968256617,0.336949769,0.250989747,-4.122165466,0
96,1.080044968,0.325325524,1.444030642,2.645008805,-0.204211434,0.091732154,5.01857421,4.310904767,-3.152399723,1.971356766,-1.859688888,-1.055101569,0
97,-1.097902348,1.847967264,0.64817264,2.329105362,0.417309938,-0.225381161,0.838342915,0.401201696,2.528001155,-1.353807416,1.700735508,2.011962328,1
98,-1.46005828,-2.317041757,1.495665653,1.62231256,1.185498806,0.032243324,0.964522426,-3.530764872,-0.920301489,0.316155048,-0.111013298,-2.898834987,0
99,-1.822214213,-3.737025535,-3.196527547,0.915519759,-0.955637548,1.133568314,3.713784904,7.556412962,1.611742173,-2.41072394,0.136596969,-2.29589835,0
100,-2.136321615,-0.929080683,-4.671052971,0.208726957,0.816716089,0.173032119,6.463047383,8.6631554,-2.375953392,5.062808774,-0.941405106,-0.108765154,1
101,-2.450429017,-0.859604088,-0.332106581,-0.498065844,-1.067398819,0.818927227,-5.250901531,3.655210166,-0.180552022,-5.308076816,-0.090898429,-1.32506153,1
102,-1.374532676,1.879391502,0.307142949,-1.204858646,0.301450826,1.06140001,0.985877731,7.132516612,2.014849347,-3.738643586,0.2765002,-0.776345756,0
103,0.212230494,4.618387091,-2.605206849,-1.911651448,-0.692906728,-0.97249655,5.710957826,6.590666321,4.210250717,-2.169210356,0.275023224,-6.962579825,0
104,1.798993665,2.87905498,1.127552355,-2.618444249,-0.71544767,-0.375695783,10.43603792,0.899035855,-1.70391575,2.492303391,0.656528057,-4.726332415,0
105,-2.1713695,-1.407681435,-0.589728229,-2.405203967,-0.157190207,2.17095504,3.162938218,4.251187148,-1.621938,3.442914923,0.645690701,-2.271942271,0
106,3.352462979,0.373052525,-3.415022273,-1.66230208,0.401067255,1.827086454,-4.110161486,1.148808133,0.701281344,0.727957757,2.089138648,0.182447874,0
107,0.82429345,-0.440171461,-0.210044789,-0.919400192,-0.230895988,0.820525267,-9.450531792,-1.953570881,0.341348246,-1.986999409,-3.021426207,0.058817229,1
108,-1.703876079,-0.453260131,-1.415925714,3.963049006,-0.182023413,-0.774965397,-14.7909021,5.087566881,-0.65486096,2.234533496,-0.139005761,3.549360295,0
109,-4.232045608,-0.466348802,-2.451484167,0.345834657,-0.133150838,0.077706167,-1.382159163,8.037163953,-1.651070166,0.054993615,-0.34733434,-0.500938351,0
110,3.1277582,-0.100523013,0.669767298,-1.081539374,0.326255266,-1.072506095,7.843482371,-1.413393166,-2.285677393,0.631403493,-0.713385521,-4.551236996,0
111,3.478341525,-1.977241166,-0.44350057,0.474776759,-0.970171185,1.879218324,4.579991645,5.79423682,-2.920284619,-0.85583204,-0.355858654,1.926646471,1
112,3.828924851,3.81240956,1.272697809,2.031092893,-1.212548597,-0.974796559,-2.663495684,-8.954823772,-1.833818832,0.422124489,0.604096163,-3.469574565,1
113,-1.152349239,-0.53072479,0.41430102,0.646917662,0.846347075,-0.782766733,-9.906983012,0.425405703,-0.747353045,1.700081017,-0.695437638,-3.434842796,0
114,-1.442707283,1.295712693,-1.003258522,-0.737257569,-1.280059625,0.26347874,2.213192487,-1.095881897,0.339112742,-3.531640341,0.82991285,-2.654348923,0
115,1.237175464,-0.550830299,0.815550749,1.102218376,0.955587348,-1.352772375,5.819609183,-1.539755803,1.425578529,-1.19283937,1.182258453,-4.158309856,0
116,0.93821192,-0.479331671,3.641499896,2.94169432,-1.791644992,0.678206447,9.42602588,5.552898966,-1.230243326,5.219626444,-0.417370114,-8.984398535,0
117,2.327586339,1.391986378,1.751146926,0.317927499,-0.624398239,-1.570408032,2.078336445,8.647138707,-4.043161012,-0.022237465,0.422697026,-3.930974398,1
118,3.716960757,-1.970248938,1.128787431,-1.344811928,0.603422045,1.518361542,-2.210116742,-3.167505278,-5.174992452,0.195943041,-0.633468983,-1.485202996,1
119,-3.525630917,2.443201172,-2.487361722,-3.007551356,0.095097059,0.953253452,-3.589543945,-2.125816133,-3.060941365,-1.268031786,0.993802526,-0.820401956,0
120,2.752195429,1.75899912,-3.362474778,0.616236779,2.556108529,1.092686573,-4.968971148,-1.084126988,-0.946890277,-1.686216239,0.068479378,-2.054564192,0
121,2.765395703,-1.557877787,-0.444388925,2.482037446,2.013194109,0.952643291,-2.593433007,8.162118704,-0.80217565,-1.232801233,-0.109327617,-3.288726427,0
122,2.778595976,3.143518915,-4.395209373,-3.480627502,1.47027969,0.812600009,2.589625209,-0.668312077,-0.657461022,0.527882971,1.764015493,1.035642618,0
123,-4.595260632,-1.30471826,-1.751891971,1.900808864,-0.73026338,0.110518591,-7.695432935,6.810805005,1.656139356,2.288567175,-0.634352868,1.644541154,1
124,-3.45510546,-1.700259753,-3.324522396,-2.598729512,0.714392267,1.574818085,-9.862722859,6.584643549,3.969739734,0.451610844,-0.306050865,2.253439691,0
125,-2.019051226,-0.975856003,-0.345070438,-0.501930722,0.257915978,1.100234243,-7.601103569,6.358482094,2.93633266,3.806617701,-1.447139157,-0.93526616,0
126,0.0859225,6.350216727,2.000723613,-0.381949189,0.233010531,-0.789312793,-5.33948428,5.794930525,1.87207244,-0.376028168,1.398286342,-0.759912825,1
127,-4.219009805,-1.834077402,-4.56919375,-0.261967655,0.395209217,0.788453746,-5.957139754,5.231378955,0.80781222,0.271793629,0.884590309,2.219078149,0
128,-1.857131334,3.699325151,1.090212632,-0.141986122,-1.459762555,1.334497193,9.012739458,-1.362248771,-0.256448,0.919615426,-1.797936804,-0.799136818,1
129,0.504747138,1.613239318,1.475810628,1.110759727,-1.126352754,-1.172199038,5.433765707,-2.005317037,-1.320708221,-0.915824329,-1.009336266,-2.946998816,0
130,4.871656293,-1.040331689,-3.600172711,-3.233191538,-0.792942953,-0.150208903,1.854791957,5.299284414,-2.701417291,-1.756801395,-0.644966623,-0.200042356,0
131,2.957868041,1.300112842,-0.716168604,2.355071754,-0.195649777,-0.084355227,-4.257840318,-2.820869138,-2.464384616,-0.510780201,-0.142351527,-4.531957247,0
132,1.04407979,-0.122712807,4.905131058,-0.902070864,0.642302199,-0.382905718,12.60810694,-4.073461761,-2.22735194,-0.278002631,0.065673163,-2.776749708,0
133,1.026890208,-2.47301168,-1.59065369,-1.074496458,1.948639346,0.20301136,11.76923401,-3.035877191,-1.990319265,0.301424388,-0.314098756,-2.632324473,0
134,3.254489832,-1.846063044,0.322080739,-1.246922051,-0.0343429,-0.40946897,4.621360418,12.36424195,-0.018415377,2.980377736,-0.050936737,-4.160550208,0
135,5.482089456,1.955390841,1.043966172,-1.419347645,-1.410142393,-1.14909832,9.574766304,-9.337897668,0.094995074,-1.861698533,0.510071827,-1.883824463,0
136,2.652756726,-2.537302033,2.443422846,2.772873585,-0.662590482,0.837054999,-0.414360906,1.280182178,0.208405524,2.50885528,-0.320185219,-4.564976568,0
137,-0.176576003,1.780885168,0.059181111,2.321143626,0.332866024,-0.065425324,-5.663080946,8.297277335,0.269819978,5.423399235,0.983482494,1.368568855,0
138,-5.438395449,-5.362850279,-0.299124398,1.419202874,-1.759316167,-0.967905648,-10.91180099,11.07178843,0.331234432,3.898121903,-0.053624688,3.758864762,0
139,-2.028313141,4.929237633,-0.657429907,0.517262122,0.053805074,-0.226414886,3.775633301,-9.430398674,-1.470128118,-3.575239988,-0.595773168,0.260826728,0
140,1.381769166,1.982447374,0.101447149,-4.463160283,0.582465458,0.458152476,-2.989964357,-0.828112694,-3.271490668,1.228088589,0.810857375,-1.451841907,0
141,1.376516646,1.304954591,0.965966696,4.42795451,-0.204828841,0.128081056,-2.734746752,-0.92372131,2.588017965,5.045524822,-0.13723909,-3.164510542,0
142,1.371264125,0.627461808,-2.925102981,-0.543249613,0.373167013,-0.842041783,-2.479529148,-1.019329926,1.331550271,-4.660325118,0.507619327,-2.994920241,0
143,1.633276504,0.376075575,2.726375446,-1.852922816,0.951162866,1.269874059,2.911868341,-3.635904895,0.075082577,-3.272921385,1.06770637,4.843367107,1
144,1.895288883,3.391015724,-1.389869222,-3.162596018,1.52915872,0.26873093,7.467550328,-9.739578105,-1.181385117,-1.885517653,1.076472636,-2.612325481,0
145,1.825058048,3.352155795,-2.701691345,-0.293514907,0.616993689,-0.734178426,-0.443933801,4.535761591,-0.657028442,0.830732384,-0.998070825,-1.976671656,0
146,1.754827213,3.002040531,-0.523722692,-0.68830042,-0.295171342,1.792055016,3.345078799,3.857587408,-0.043385688,3.546982422,0.216551557,0.084816843,1
147,1.684596378,2.166347205,-0.764542778,-1.083085934,-0.563538108,1.001357557,7.1340914,3.179413226,-0.36271849,1.533162501,-0.519428144,-1.343064063,0
148,-0.464120114,1.330653878,-1.005362863,-1.477871448,-0.181421079,-2.197891648,0.144924714,2.501239043,-0.682051291,-0.48065742,-0.342708614,-2.770944969,0
149,-2.612836606,0.921822425,-1.246182948,-0.322483408,0.682220563,0.299325652,2.892591123,1.82306486,4.826627706,1.195538631,-1.391102564,2.163760923,1
150,-1.310503648,2.24441669,0.292675093,1.168618993,0.175767705,0.489853636,-7.46127546,1.479330472,2.366697051,-0.341840179,0.032800181,0.304052869,1
151,-0.008170689,-0.974020841,-0.178026828,-1.656187024,-0.330685153,-0.389154744,1.914293538,-9.263447665,0.83492679,-3.052898049,0.860937161,-2.865424339,0
152,-3.549284309,-6.801292925,-2.732110504,0.397368644,1.294076754,0.57237757,5.05706647,13.1335695,-0.696843471,4.682698726,-0.150024279,-1.774015116,0
153,-2.482302235,1.195755812,-1.937450134,1.806117143,0.524324104,-0.18595876,1.983301886,0.172041562,2.73233971,2.696145177,-1.16098572,-1.47313052,0
154,-1.415320161,2.512785186,1.251715725,2.031119783,0.588391974,1.970043425,3.040734149,3.859290543,3.236811462,0.709591628,0.164100144,3.287061127,1
155,-0.287104431,3.829814559,-2.909868994,2.226468382,-0.187405978,0.53921348,4.098166412,1.795405974,1.715969711,1.408087455,0.669555232,-0.953581353,0
156,0.605203122,2.383161795,-2.887475209,2.421816981,0.510376585,0.199243276,-2.114338132,12.49662819,0.195127959,1.364668122,1.17501032,-2.946626072,0
157,0.202102877,-2.967421306,-0.628603464,2.61716558,0.282820425,-0.140726929,9.340878772,10.84441892,3.276359343,-0.211866292,0.610375172,-4.939670791,0
158,1.449494434,-2.454060081,2.222843332,0.210168674,-1.033093647,-0.480697133,7.564691889,9.192209645,2.39909025,1.083265761,-1.960537771,-6.93271551,0
159,2.696885991,-1.258338595,-2.132895715,1.458315413,1.417120105,-1.626177378,4.805988486,-3.750281741,1.521821156,2.378397814,-0.613869158,3.684000354,1
160,3.944277547,1.055081892,-0.204279272,1.815802541,-0.426977157,-0.811657656,-5.945808689,-15.08809646,-0.737319578,1.576200761,1.361087537,1.422544969,0
161,0.999947724,1.549926074,2.871019421,-4.939119673,-0.023260786,-0.710716129,-6.01249952,-10.36218599,-2.996460313,-0.688992086,0.330831101,-0.838910415,0
162,-2.185274731,-5.470514504,-3.06365944,0.422873411,-0.698751964,-0.005654787,-3.031416983,14.8169986,-2.519763335,3.004808918,0.892803503,5.209229945,0
163,0.763292377,0.014341032,-3.154480974,-1.326351269,-0.221999156,0.019564692,0.093085021,7.006117847,-2.752953447,1.421950685,0.211552125,5.344487985,0
164,-0.135321987,-0.204921235,1.093696143,-3.075575948,0.254753653,0.04478417,4.737577728,-0.804762901,-2.986143558,-2.891558832,-1.023846992,-2.855656897,0
